K1,Construction,Warp,Weft,EPI-PPI
A116A944,16K*16C.CT-82*58-171.5-3/1 BKT,16K,16C.CT-82*58-171.5-3/1 BKT,82*58
A116A948,16C*14C.SPX(70D)-86*54-198.4-2/2 MATT,16C,14C.SPX(70D)-86*54-198.4-2/2 MATT,86*54
A116A948,16C*14C.SPX(70D)-86*54-186.6-2/2 MATT,16C,14C.SPX(70D)-86*54-186.6-2/2 MATT,86*54
A116A949,16OE*16C.SPX(105D)-78*48-203.9-2/1 S TWILL,16OE,16C.SPX(105D)-78*48-203.9-2/1 S TWILL,78*48
A116A949,16OE*16C.SPX(105D)-78*48-203.9-2/1 S TWILL,16OE,16C.SPX(105D)-78*48-203.9-2/1 S TWILL,78*48
A116A950,16OE*16C.SPX(105D)-78*50-203.9-2/1 S TWILL,16OE,16C.SPX(105D)-78*50-203.9-2/1 S TWILL,78*50
A116A950,16OE*16C.SPX(105D)-77*50-208.8-2/1 S TWILL-,16OE,16C.SPX(105D)-77*50-208.8-2/1 S TWILL-,77*50
A116A950,16OE*16C.SPX(105D)-77*50-208.8-2/1 S TWILL-,16OE,16C.SPX(105D)-77*50-208.8-2/1 S TWILL-,77*50
A116A952,16K.TEN VIS *16K.TEN VIS-76*76-156.4-DOBBY-12.8.002,16K.TEN VIS ,16K.TEN VIS-76*76-156.4-DOBBY-12.8.002,76*76
A116A956,16OE*16OE+16K Spx 70D-74*64-170.3-DOBBY-06.04.103,16OE,16OE+16K Spx 70D-74*64-170.3-DOBBY-06.04.103,74*64
A116A965,16OE*16OE-56*50-172.1-PLAIN,16OE,16OE-56*50-172.1-PLAIN,56*50
A116A969,16OE*8OE-56*62-172.1-1/4 Z SATIN,16OE,8OE-56*62-172.1-1/4 Z SATIN,56*62
A116A969,16OE*8OE-56*62-172.1-1/4 Z SATIN,16OE,8OE-56*62-172.1-1/4 Z SATIN,56*62
A116A975,16OE*14C.SPX(70D)-90*48-194-OXFORD,16OE,14C.SPX(70D)-90*48-194-OXFORD,90*48
A116A977,16OE*16OE+16K.SPX(70D)-96*92-174.14-DOBBY-16.06.017,16OE,16OE+16K.SPX(70D)-96*92-174.14-DOBBY-16.06.017,96*92
A116A977,16OE*16OE+16K.SPX(70D)-96*92-174.14-DOBBY-16.06.017,16OE,16OE+16K.SPX(70D)-96*92-174.14-DOBBY-16.06.017,96*92
A116A977,16OE*16OE+16K.SPX(70D)-96*92-173.8-DOBBY-12.06.017,16OE,16OE+16K.SPX(70D)-96*92-173.8-DOBBY-12.06.017,96*92
A116A980,16OE*14C.SPX(70D)-90*46-180.1-OXFORD,16OE,14C.SPX(70D)-90*46-180.1-OXFORD,90*46
A116A980,16K*14C.SPX(70D)-90*46-180.1-OXFORD,16K,14C.SPX(70D)-90*46-180.1-OXFORD,90*46
A116A980,16K*14C.SPX(70D)-88*46-183.52-OXFORD-,16K,14C.SPX(70D)-88*46-183.52-OXFORD-,88*46
A116A981,16K*10K.MC-88*48-160-3/1 S TWILL,16K,10K.MC-88*48-160-3/1 S TWILL,88*48
A116A983,16OE*7OE-70*44-170-DOBBY-08.08.358,16OE,7OE-70*44-170-DOBBY-08.08.358,70*44
A116A984,16OE*16K.SPX(40D)-118*52-175.9-DOBBY-12.04.007,16OE,16K.SPX(40D)-118*52-175.9-DOBBY-12.04.007,118*52
A116A986,16OE*16OE-94*68-162.9-DOBBY(MOCKLENO)-06.06.011,16OE,16OE-94*68-162.9-DOBBY(MOCKLENO)-06.06.011,94*68
A116A987,16OE.MC*20MC.SPX(70D)-62*54-149.1-PLAIN,16OE.MC,20MC.SPX(70D)-62*54-149.1-PLAIN,62*54
A116A988,16C.CM*10C.SPX(140D)-90*52-206.2-3/1 Z TWILL,16C.CM,10C.SPX(140D)-90*52-206.2-3/1 Z TWILL,90*52
A116A991,16OE*16OE+16K.SPX(70D)-84*50-181.6-3/1 S TWILL,16OE,16OE+16K.SPX(70D)-84*50-181.6-3/1 S TWILL,84*50
A116A991,16OE*16OE+16K Spx 70D-84*50-172.1-3/1 S TWILL,16OE,16OE+16K Spx 70D-84*50-172.1-3/1 S TWILL,84*50
A116A991,16OE*16OE+16K.SPX(70D)-82*50-184.82-3/1 S TWILL-,16OE,16OE+16K.SPX(70D)-82*50-184.82-3/1 S TWILL-,82*50
A116A991,16OE*16OE+16K.SPX(70D)-82*50-184.82-3/1 S TWILL-,16OE,16OE+16K.SPX(70D)-82*50-184.82-3/1 S TWILL-,82*50
A116A992,16K*16K.SPX(70D)-90*56-194.36-3/1 BKT,16K,16K.SPX(70D)-90*56-194.36-3/1 BKT,90*56
A116A992,16K*16K.SPX(70D)-90*56-194.36-3/1 BKT,16K,16K.SPX(70D)-90*56-194.36-3/1 BKT,90*56
A116A992,16K*16K.SPX(70D)-90*56-192-3/1 BKT,16K,16K.SPX(70D)-90*56-192-3/1 BKT,90*56
A116A993,16PC.VX*12C.CVC.SPX(70D)+12K.SPX(70D)-72*52-179.71-2/1 S TWILL,16PC.VX,12C.CVC.SPX(70D)+12K.SPX(70D)-72*52-179.71-2/1 S TWILL,72*52
A116A993,16PC.VX*12C.CVC.SPX(70D)+12K.SPX(70D)-72*52-170.38-2/1 S TWILL,16PC.VX,12C.CVC.SPX(70D)+12K.SPX(70D)-72*52-170.38-2/1 S TWILL,72*52
A116A993,16PC.VORTEX*12C.CVC.SPX(70D)+12K.SPX(70D)-72*52-169.9-2/1 S TWILL,16PC.VORTEX,12C.CVC.SPX(70D)+12K.SPX(70D)-72*52-169.9-2/1 S TWILL,72*52
A116A998,16OE+16OE.MC*10OE.MC-90*56-156.4-3/1 S TWILL,16OE+16OE.MC,10OE.MC-90*56-156.4-3/1 S TWILL,90*56
A116A999,16OE*16K.SPX(40D)-78*48-171.15-PLAIN,16OE,16K.SPX(40D)-78*48-171.15-PLAIN,78*48
A116B007,16OE+16OE.MC*10OE.MC-90*56-156.4-3/1 S TWILL,16OE+16OE.MC,10OE.MC-90*56-156.4-3/1 S TWILL,90*56
A116B008,16OE*16OE-84*46-162-2/1 Z TWILL,16OE,16OE-84*46-162-2/1 Z TWILL,84*46
A116B010,16OE*12OE-108*50-158.9-RIBSTOP-25.28.001,16OE,12OE-108*50-158.9-RIBSTOP-25.28.001,108*50
A116B011,16C.CVC*20K.SPX(70D)+150D.PET(T400)-78*82-171.1-3/1 Z TWILL,16C.CVC,20K.SPX(70D)+150D.PET(T400)-78*82-171.1-3/1 Z TWILL,78*82
A116B012,16OE*16OE*16K.SPX(70D)-84*56-172.1-2/1 S TWILL,16OE,16OE*16K.SPX(70D)-84*56-172.1-2/1 S TWILL,84*56
A116B013,16C.CT.MC*16C.CT.MC.SPX(70D)-78*50-171.1-2/1 Z TWILL,16C.CT.MC,16C.CT.MC.SPX(70D)-78*50-171.1-2/1 Z TWILL,78*50
A116B014,16OE*14K.SPX(40D)-118*48-176-DOBBY-12.04.007,16OE,14K.SPX(40D)-118*48-176-DOBBY-12.04.007,118*48
A116B015,16OE*10OE-48*60-169.9-DOBBY-08.08.059,16OE,10OE-48*60-169.9-DOBBY-08.08.059,48*60
A116B015,16OE*10OE-48*60-169.9-DOBBY-08.08.059,16OE,10OE-48*60-169.9-DOBBY-08.08.059,48*60
A116B017,16OE*16OE+16K.SPX(70D)-96*56-176.2-3/1 S TWILL,16OE,16OE+16K.SPX(70D)-96*56-176.2-3/1 S TWILL,96*56
A116B021,16OE*10OE-85*54-165.8-DOBBY-08.08.358,16OE,10OE-85*54-165.8-DOBBY-08.08.358,85*54
A116B021,16OE*10OE-84*54-167.8-DOBBY(6/2 Z TWILL)--08.08.358,16OE,10OE-84*54-167.8-DOBBY(6/2 Z TWILL)--08.08.358,84*54
A116B040,16K*16K.SPX(70D)-78*50-171.15-PLAIN,16K,16K.SPX(70D)-78*50-171.15-PLAIN,78*50
A116B040,16K*16K Lyc 70D-78*50-171.15-PLAIN,16K,16K Lyc 70D-78*50-171.15-PLAIN,78*50
A116B040,16K*16K.SPX(70D)-75*50-179.2-PLAIN-,16K,16K.SPX(70D)-75*50-179.2-PLAIN-,75*50
A116B041,16OE*16K.SPX(40D)-118*58-176-DOBBY-08.08.518,16OE,16K.SPX(40D)-118*58-176-DOBBY-08.08.518,118*58
A116B047,16OE*24C Spx 70D+10OE-96*100-173.8-DOBBY-12.24.001,16OE,24C Spx 70D+10OE-96*100-173.8-DOBBY-12.24.001,96*100
A116B047,16OE*24C Spx 70D+10OE-96*100-173.8-DOBBY-12.24.001,16OE,24C Spx 70D+10OE-96*100-173.8-DOBBY-12.24.001,96*100
A116B050,16OE*16C CF-44*38-150-PLAIN,16OE,16C CF-44*38-150-PLAIN,44*38
A116B051,16OE*16OE+16OE MC-44*48-150-OXFORD,16OE,16OE+16OE MC-44*48-150-OXFORD,44*48
A116B052,16OE*16K MC+16K.Spx 70D-82*48-171.8-OXFORD,16OE,16K MC+16K.Spx 70D-82*48-171.8-OXFORD,82*48
A116B053,16OE OG*16OE OG+20C MC-64*54-173.9-PLAIN,16OE OG,16OE OG+20C MC-64*54-173.9-PLAIN,64*54
A116B056,16OE CVC*16K Spx 70D-86*66-172.48-2/2 MATT,16OE CVC,16K Spx 70D-86*66-172.48-2/2 MATT,86*66
A116B056,16OE C RCVC*16K Spx 70D-86*66-172.48-2/2 MATT,16OE C RCVC,16K Spx 70D-86*66-172.48-2/2 MATT,86*66
A116B057,16K*16K-94*52-158-DOBBY (RIBSTOP),16K,16K-94*52-158-DOBBY (RIBSTOP),94*52
A116B058,16OE CL*16OE CL+16K Spx 70D-76*50-170.78-OXFORD,16OE CL,16OE CL+16K Spx 70D-76*50-170.78-OXFORD,76*50
A116B059,16OE CL*16OE CL-48*44-151.34-PLAIN,16OE CL,16OE CL-48*44-151.34-PLAIN,48*44
A116B062,16OE MC*20C CH Spx 70D-70*68-169.5-PLAIN,16OE MC,20C CH Spx 70D-70*68-169.5-PLAIN,70*68
A116B064,16OE*8OE-56*68-172.1-DOBBY-08.08.059,16OE,8OE-56*68-172.1-DOBBY-08.08.059,56*68
A116B065,16OE+10OE*16K.SPX(70D)-90*60-173-3/1 Z TWILL,16OE+10OE,16K.SPX(70D)-90*60-173-3/1 Z TWILL,90*60
A116B068,16OE*16OE-50*48-170.15-PLAIN,16OE,16OE-50*48-170.15-PLAIN,50*48
A116B068,16OE*16OE-50*48-169.5-PLAIN,16OE,16OE-50*48-169.5-PLAIN,50*48
A116B071,16C CM*16C Spx 70D-72*64-202.5-3/1 Z TWILL,16C CM,16C Spx 70D-72*64-202.5-3/1 Z TWILL,72*64
A116B071,16C CM*16C Spx 70D-72*64-198.68-3/1 Z TWILL,16C CM,16C Spx 70D-72*64-198.68-3/1 Z TWILL,72*64
A116B071,16C CM*16C Spx 70D-72*64-169.9-3/1 Z TWILL,16C CM,16C Spx 70D-72*64-169.9-3/1 Z TWILL,72*64
A116B072,16OE*16K Spx 40D-78*44-171.1-2/1 S TWILL,16OE,16K Spx 40D-78*44-171.1-2/1 S TWILL,78*44
A116B074,16OE+12OE*20OE-76*48-161.2-2/1 Z TWILL,16OE+12OE,20OE-76*48-161.2-2/1 Z TWILL,76*48
A116B075,16OE*20K Spx 70D-58*54-198.12-3/2 S TWILL,16OE,20K Spx 70D-58*54-198.12-3/2 S TWILL,58*54
A116B075,16K*20C Spx 70D-58*54-198.12-3/2 S TWILL,16K,20C Spx 70D-58*54-198.12-3/2 S TWILL,58*54
A116B076,16OE*16K Max 80D-74*52-203-3/3 S TWILL,16OE,16K Max 80D-74*52-203-3/3 S TWILL,74*52
A116B076,16K*16K Max 80D-74*52-203-3/3 S TWILL,16K,16K Max 80D-74*52-203-3/3 S TWILL,74*52
A116B078,16OE*16K Spx 70D-78*46-185.2-2/1 S TWILL,16OE,16K Spx 70D-78*46-185.2-2/1 S TWILL,78*46
A116B079,16OE*16OE-100*54-163.3-2/1 S TWILL,16OE,16OE-100*54-163.3-2/1 S TWILL,100*54
A116B080,16OE*16OE-94*56-167.8-3/1 S TWILL,16OE,16OE-94*56-167.8-3/1 S TWILL,94*56
A116B081,16OE*16OE+16K Spx 70D-84*52-172.1-2/1 S TWILL,16OE,16OE+16K Spx 70D-84*52-172.1-2/1 S TWILL,84*52
A116B086,16OE+12OE*20OE-73*48-160.8-2/1 Z TWILL,16OE+12OE,20OE-73*48-160.8-2/1 Z TWILL,73*48
A116B086,16OE+12OE*20K-73*48-160.8-2/1 Z TWILL,16OE+12OE,20K-73*48-160.8-2/1 Z TWILL,73*48
A116B086,16OE+12OE*20OE-72*48-164.3-2/1 Z TWILL-,16OE+12OE,20OE-72*48-164.3-2/1 Z TWILL-,72*48
A116B088,16OE*360D(300/288/70) RP Spx ATY-122*48-176.3-3/1 S TWILL,16OE,360D(300/288/70) RP Spx ATY-122*48-176.3-3/1 S TWILL,122*48
A116B090,16OE*12K Spx 70D-84*44-172.1-RIBSTOP-43.19.001,16OE,12K Spx 70D-84*44-172.1-RIBSTOP-43.19.001,84*44
A116B093,16OE*14K Spx 70D-90*54-173-DOBBY-47.25.001,16OE,14K Spx 70D-90*54-173-DOBBY-47.25.001,90*54
A116B098,16OE+10OE MC*10K Spx 70D-78*50-188.7-3/1 S TWILL,16OE+10OE MC,10K Spx 70D-78*50-188.7-3/1 S TWILL,78*50
A116B099,16K*12K MC-108*54-161.4-3/1 S TWILL,16K,12K MC-108*54-161.4-3/1 S TWILL,108*54
A116B100,16K*12K MC-108*54-161.4-3/1 S TWILL,16K,12K MC-108*54-161.4-3/1 S TWILL,108*54
A116B102,16OE*12K Spx 70D+12OE-84*48-174.5-2/1 S TWILL,16OE,12K Spx 70D+12OE-84*48-174.5-2/1 S TWILL,84*48
A116B103,16OE*12K Spx 70D+12OE-78*46-173.5-2/1 S TWILL,16OE,12K Spx 70D+12OE-78*46-173.5-2/1 S TWILL,78*46
A116B104,16OE*14K.Spx 40D-96*56-173.8-DOBBY-12.16.002,16OE,14K.Spx 40D-96*56-173.8-DOBBY-12.16.002,96*56
A116B105,16OE*14K.Spx 40D-96*56-173.8-DOBBY-12.06.307,16OE,14K.Spx 40D-96*56-173.8-DOBBY-12.06.307,96*56
A116B107,16OE*20K Spx 70D+10OE-96*94-173.8-DOBBY-12.24.001,16OE,20K Spx 70D+10OE-96*94-173.8-DOBBY-12.24.001,96*94
A116B108,16OE*16K Spx 40D-90*64-173-DOBBY-06.06.244,16OE,16K Spx 40D-90*64-173-DOBBY-06.06.244,90*64
A116B110,16OE*325D(300/288/70) RP Spx ACY-110*50-175.3-3/1 S TWILL,16OE,325D(300/288/70) RP Spx ACY-110*50-175.3-3/1 S TWILL,110*50
A116B111,16OE*12OE-108*50-154-DOBBY-06.03.009,16OE,12OE-108*50-154-DOBBY-06.03.009,108*50
A116B111,16OE*12K-108*50-158.9-DOBBY-06.03.009,16OE,12K-108*50-158.9-DOBBY-06.03.009,108*50
A116B112,16K MC*10K MC-88*48-160-1/3 Z TWILL,16K MC,10K MC-88*48-160-1/3 Z TWILL,88*48
A116B115,16OE*16OE-116*60-159.4-DOBBY-16.04.063,16OE,16OE-116*60-159.4-DOBBY-16.04.063,116*60
A116B119,16VX RP*10K RP-82*48-161.8-2/1 S TWILL,16VX RP,10K RP-82*48-161.8-2/1 S TWILL,82*48
A116B120,16K*12OE+12K MC-76*50-175.6-4/1 S SATIN,16K,12OE+12K MC-76*50-175.6-4/1 S SATIN,76*50
A116B951,16C PC*20C PC-82*58-157-DOBBY(RIBSTOP),16C PC,20C PC-82*58-157-DOBBY(RIBSTOP),82*58
A116B952,16OE*20K Spx 70D-78*68-171.1-DOBBY-08.08.0293,16OE,20K Spx 70D-78*68-171.1-DOBBY-08.08.0293,78*68
A116B953,16OE*20K Spx 70D-78*68-171.1-DOBBY-06.06.015,16OE,20K Spx 70D-78*68-171.1-DOBBY-06.06.015,78*68
A116B957,16C CM*16K Spx 40D-74*66-170.3-DOBBY-08.08.113,16C CM,16K Spx 40D-74*66-170.3-DOBBY-08.08.113,74*66
A116B958,16K M*440D N-100*44-158.4-RIBSTOP-48.16.025,16K M,440D N-100*44-158.4-RIBSTOP-48.16.025,100*44
A116B959,16K*140D N-88*72-157.5-RIBSTOP-44.34.001,16K,140D N-88*72-157.5-RIBSTOP-44.34.001,88*72
A116B962,16OE*10OE+10K MC-82*56-159.4-4/1 S SATIN,16OE,10OE+10K MC-82*56-159.4-4/1 S SATIN,82*56
A116B963,16OE*8OE-76*28-161.2-OXFORD,16OE,8OE-76*28-161.2-OXFORD,76*28
A116B964,16VX RP*12K VX RP-82*44-161.8-2/1 S TWILL,16VX RP,12K VX RP-82*44-161.8-2/1 S TWILL,82*44
A117A001,17K.VIS.LINEN*17K.VIS.LINEN-56*46-172.1-PLAIN,17K.VIS.LINEN,17K.VIS.LINEN-56*46-172.1-PLAIN,56*46
A117A001,17FLAX.VIS*17FLAX.VIS-56*46-160-PLAIN,17FLAX.VIS,17FLAX.VIS-56*46-160-PLAIN,56*46
A118A001,"18MODAL*18MODAL-104*70-158.8-3/1,S TWILL",18MODAL,"18MODAL-104*70-158.8-3/1,S TWILL",104*70
A118A001,"18MODAL*18MODAL-102*70*161.2-3/1,S TWILL",18MODAL,"18MODAL-102*70*161.2-3/1,S TWILL",102*70
A118A001,"18MODAL*18MODAL-102*70*161.2-3/1,S TWILL",18MODAL,"18MODAL-102*70*161.2-3/1,S TWILL",102*70
A118A001,"18MODAL*18MODAL-102*70*161.2-3/1,S TWILL",18MODAL,"18MODAL-102*70*161.2-3/1,S TWILL",102*70
A118A003,18CM*300D.PET.STR.TORAY-78*60-204.2-4/1 S SATIN,18CM,300D.PET.STR.TORAY-78*60-204.2-4/1 S SATIN,78*60
A118A005,18CM*30COM+10MC.SPX-118*90-176-DOUBLE CLOTH,18CM,30COM+10MC.SPX-118*90-176-DOUBLE CLOTH,118*90
A118A006,18CM*20K.SPX(70D)-90*66-201.2-3/1 S TWILLL,18CM,20K.SPX(70D)-90*66-201.2-3/1 S TWILLL,90*66
A118A007,18TEN*14K.SPX(70D)-84*52-205.2-2/2 Z TWILL,18TEN,14K.SPX(70D)-84*52-205.2-2/2 Z TWILL,84*52
A118A008,18CM*19DC-87*64-198.6-DOBBY-66.52.001,18CM,19DC-87*64-198.6-DOBBY-66.52.001,87*64
A118A009,18CM*16LYC(105D)-94*56-206.8-3/1 S TWILLL,18CM,16LYC(105D)-94*56-206.8-3/1 S TWILLL,94*56
A118A009,18CM*16K.SPX(70D)-93*52-202-3/1 S TWILLL,18CM,16K.SPX(70D)-93*52-202-3/1 S TWILLL,93*52
A118A010,18CM*200D.PET.STR-122*80-210.1-4/1 S SATIN,18CM,200D.PET.STR-122*80-210.1-4/1 S SATIN,122*80
A118A011,18ACRYLIC.COT*16K.SPX(70D)-102*76-174.5-3/1 S TWILL,18ACRYLIC.COT,16K.SPX(70D)-102*76-174.5-3/1 S TWILL,102*76
A118A012,18C*16K-116*62-159.4-3/1 S TWILL,18C,16K-116*62-159.4-3/1 S TWILL,116*62
A118A013,18MODAL*18MODAL-64*56-154.78-PLAIN,18MODAL,18MODAL-64*56-154.78-PLAIN,64*56
A118A014,17.5C.PC*17.5C.PC-92*52-160.3-2/1 S TWILL,17.5C.PC,17.5C.PC-92*52-160.3-2/1 S TWILL,92*52
A118A015,18K.MODAL*170D.NYL.STR-99*68-197.2-3/1 S TWILL,18K.MODAL,170D.NYL.STR-99*68-197.2-3/1 S TWILL,99*68
A118A016,18K.MODAL*20K.MODAL.SPX(70D)-102*74-174.5-3/1 S TWILL,18K.MODAL,20K.MODAL.SPX(70D)-102*74-174.5-3/1 S TWILL,102*74
A118A017,18VORTEX.VIS*18VORTEX.VIS-104*70-158.8-3/1 S TWILL,18VORTEX.VIS,18VORTEX.VIS-104*70-158.8-3/1 S TWILL,104*70
A118A017,18VORTEX.VIS*18VORTEX.VIS-104*70-158.8-3/1 S TWILL,18VORTEX.VIS,18VORTEX.VIS-104*70-158.8-3/1 S TWILL,104*70
A118A018,18K.TEN*18K.TEN-76*56-176-DOBBY-114.04.001,18K.TEN,18K.TEN-76*56-176-DOBBY-114.04.001,76*56
A118A019,18C.CM*20K.SPX(40D)-96*70-173.8-DOBBY-08.08.462,18C.CM,20K.SPX(40D)-96*70-173.8-DOBBY-08.08.462,96*70
A118A020,18K.MODAL*18K.MODAL-64*56-154.7-PLAIN,18K.MODAL,18K.MODAL-64*56-154.7-PLAIN,64*56
A118A021,18C.CM*19DC.FX(T400)-96*64-173.8-2/1 S TWILL,18C.CM,19DC.FX(T400)-96*64-173.8-2/1 S TWILL,96*64
A118A022,18C.CM*20K.SPX(40D)-96*70-173.8-2/2 HBT,18C.CM,20K.SPX(40D)-96*70-173.8-2/2 HBT,96*70
A118A028,18C.CM*20CVC-100*70-158.5-2/2 S TWILL,18C.CM,20CVC-100*70-158.5-2/2 S TWILL,100*70
A118A029,18C.CM*18C.CM-100*70-158.5-3/1 S TWILL,18C.CM,18C.CM-100*70-158.5-3/1 S TWILL,100*70
A118A030,18C.CM*18C.CM-100*70-158.5-2/2 HBT,18C.CM,18C.CM-100*70-158.5-2/2 HBT,100*70
A118A031,18C.CM*18C.CM-100*70-158.5-2/2 S TWILL,18C.CM,18C.CM-100*70-158.5-2/2 S TWILL,100*70
A118A032,18C.CM*19DC.FX(T400)-96*64-173.8-DOBBY-08.08.007,18C.CM,19DC.FX(T400)-96*64-173.8-DOBBY-08.08.007,96*64
A118A033,18C.CM*20K.SPX(40D)-96*70-173.8-DOBBY-08.08.0139,18C.CM,20K.SPX(40D)-96*70-173.8-DOBBY-08.08.0139,96*70
A119A001,19DC.FX*19DC.FX-66*44-197.3-3/1 Z TWILL,19DC.FX,19DC.FX-66*44-197.3-3/1 Z TWILL,66*44
A1200001,1/20*1/20 -124*76-179.4-4/1 S SATIN,1/20,1/20 -124*76-179.4-4/1 S SATIN,124*76
A1200002,"20OE*16OE+16MC-112*62*61.7-2/2,S TWILL",20OE,"16OE+16MC-112*62*61.7-2/2,S TWILL",112*62
A1200002,"20OE*16OE+16MC-112*62*156.7-2/2,S TWILL",20OE,"16OE+16MC-112*62*156.7-2/2,S TWILL",112*62
A1200003,1/20*1/10-124*60-157.40-DOBBY,1/20,1/10-124*60-157.40-DOBBY,10-124
A1200004,20OE*20K SPX-110*74-175.3-3/1 S TWILL,20OE,20K SPX-110*74-175.3-3/1 S TWILL,110*74
A1200005,20OE*20MC-97*52-163.6-PLAIN,20OE,20MC-97*52-163.6-PLAIN,97*52
A1200006,"20OE*16OE+16MC-112*62*61.7-2/2,S TWILL",20OE,"16OE+16MC-112*62*61.7-2/2,S TWILL",112*62
A1200008,"20K*20K.SPX-114*76-175.7-4/1,S SATIN",20K,"20K.SPX-114*76-175.7-4/1,S SATIN",114*76
A1200011,"20C*16SPX-110*64-175.3-3/1,S TWILL",20C,"16SPX-110*64-175.3-3/1,S TWILL",110*64
A1200012,"20K*170D.PET.STR-97*78-177.8-3/1,Z TWILL",20K,"170D.PET.STR-97*78-177.8-3/1,Z TWILL",97*78
A1200016,20MC*20MC-120*58-157-OXFORD,20MC,20MC-120*58-157-OXFORD,120*58
A1200023,"20K*16K.SPX-100*56-178-3/1,S TWILL",20K,"16K.SPX-100*56-178-3/1,S TWILL",100*56
A1200023,"20K*16K.SPX-100*56-178-3/1,S TWILL",20K,"16K.SPX-100*56-178-3/1,S TWILL",100*56
A1200024,20OE*20MC-100*54-161-PLAIN,20OE,20MC-100*54-161-PLAIN,100*54
A1200029,"20OE*16K.SPX-92*56-177.5-3/1,S TWILL",20OE,"16K.SPX-92*56-177.5-3/1,S TWILL",92*56
A1200029,"20OE*16K.SPX-92*56-177.5-3/1,S TWILL",20OE,"16K.SPX-92*56-177.5-3/1,S TWILL",92*56
A1200030,"20C*16K.SPX-92*56-177.5-3/1,S TWILL",20C,"16K.SPX-92*56-177.5-3/1,S TWILL",92*56
A1200031,"20C.CM*16K.SPX-92*56-177.5-3/1,S TWILL",20C.CM,"16K.SPX-92*56-177.5-3/1,S TWILL",92*56
A1200031,"20C.CM*16K.SPX-92*56-177.5-3/1,S TWILL",20C.CM,"16K.SPX-92*56-177.5-3/1,S TWILL",92*56
A1200032,20OE*16K.SPX-100*56-177.8-3/1 S TWILL,20OE,16K.SPX-100*56-177.8-3/1 S TWILL,100*56
A1200033,"20OE*16OE-116*56-155.7-3/1,S TWILL",20OE,"16OE-116*56-155.7-3/1,S TWILL",116*56
A1200033,"20K*16OE-116*56-138.4-3/1,S TWILL",20K,"16OE-116*56-138.4-3/1,S TWILL",116*56
A1200035,"20K*200D.PET.SPX-102-66-174.5-3/1,Z TWILL",20K,"200D.PET.SPX-102-66-174.5-3/1,Z TWILL",102-66
A1200036,20K+30MC*20K.SPX-66*50-168.6-PLAIN,20K+30MC,20K.SPX-66*50-168.6-PLAIN,66*50
A1200037,"20C*16K.SPX-130*52-176.8-3/1,S TWILL",20C,"16K.SPX-130*52-176.8-3/1,S TWILL",130*52
A1200038,"20OE*16K.SPX-104*56-179.8-3/1,S TWILL",20OE,"16K.SPX-104*56-179.8-3/1,S TWILL",104*56
A1200038,"20OE*16K.SPX-104*56-178.4-3/1,S TWILL",20OE,"16K.SPX-104*56-178.4-3/1,S TWILL",104*56
A1200038,"20OE*16K.SPX-104*56-168-3/1,S TWILL",20OE,"16K.SPX-104*56-168-3/1,S TWILL",104*56
A1200040,20C*20K.SPX-85*80-157.3-DOBBY,20C,20K.SPX-85*80-157.3-DOBBY,85*80
A1200041,20C.CM*20K.SPX-85*80-157.3-DOBBY,20C.CM,20K.SPX-85*80-157.3-DOBBY,85*80
A1200044,20C*20C+20K.SPX-94*80-160.5-DOBBY(5/1 S TWILL),20C,20C+20K.SPX-94*80-160.5-DOBBY(5/1 S TWILL),94*80
A1200045,20C.CM*20C+20K.SPX-94*80-160.5-DOBBY(5/1 S TWILL),20C.CM,20C+20K.SPX-94*80-160.5-DOBBY(5/1 S TWILL),94*80
A1200046,"20OE*25LEA-68*44-153-2/2,S TWILL",20OE,"25LEA-68*44-153-2/2,S TWILL",68*44
A1200047,"20OE*16OE-128*74-168-3/1,S TWILL",20OE,"16OE-128*74-168-3/1,S TWILL",128*74
A1200047,"20OE*16OE-128*74-155.5-3/1,S TWILL",20OE,"16OE-128*74-155.5-3/1,S TWILL",128*74
A1200047,20OE*16OE-127*74*161.2-3/1 S TWILL,20OE,16OE-127*74*161.2-3/1 S TWILL,127*74
A1200048,20OE*16OE-128*60-155-3/1 BKT,20OE,16OE-128*60-155-3/1 BKT,128*60
A1200049,"20C*14OE-116*62-157-3/1,S TWILL",20C,"14OE-116*62-157-3/1,S TWILL",116*62
A1200050,"20OE*16OE-128*60-155-2/2,S TWILL",20OE,"16OE-128*60-155-2/2,S TWILL",128*60
A1200051,"20OE.PC*16OE-120*58-157.2-2/2,S TWILL",20OE.PC,"16OE-120*58-157.2-2/2,S TWILL",120*58
A1200054,"20OE*16LY-90*48-173-3/1,S TWILL",20OE,"16LY-90*48-173-3/1,S TWILL",90*48
A1200055,"20OE*16LYC-94*62-173.6-3/1,S TWILL",20OE,"16LYC-94*62-173.6-3/1,S TWILL",94*62
A1200055,"20OE*16LY-94*62-173.6-3/1,S TWILL",20OE,"16LY-94*62-173.6-3/1,S TWILL",94*62
A1200056,"20C*20C+20K.SPX-94*80-177.52-4/1,S TWILL",20C,"20C+20K.SPX-94*80-177.52-4/1,S TWILL",94*80
A1200057,20OE*20OE+20MC-56*56-150.9-PLAIN,20OE,20OE+20MC-56*56-150.9-PLAIN,56*56
A1200059,"20C*30SPX-104*96-178.3-3/1,S TWILL",20C,"30SPX-104*96-178.3-3/1,S TWILL",104*96
A1200060,"20C*20K.SPX-94*80-177.6-3/1,S TWILL",20C,"20K.SPX-94*80-177.6-3/1,S TWILL",94*80
