K1,Construction,Warp,Weft,EPI-PPI
A260A111,"2/60COM*2/40COM-184*88-154.4-4/1,S SATIN",2/60COM,"2/40COM-184*88-154.4-4/1,S SATIN",184*88
A260A115,2/60COM*2/60COM-196*90-161.7-2/2 Z TWILL,2/60COM,2/60COM-196*90-161.7-2/2 Z TWILL,196*90
A260A115,2/60COM*2/60COM-196*90-147.8-2/2 Z TWILL,2/60COM,2/60COM-196*90-147.8-2/2 Z TWILL,196*90
A260A117,2/60COM*2/60COM-176*90-161.3-2/2 Z TWILL,2/60COM,2/60COM-176*90-161.3-2/2 Z TWILL,176*90
A260A120,2/60COM*30SPX-142*76-177.5-2/2 Z TWILL,2/60COM,30SPX-142*76-177.5-2/2 Z TWILL,142*76
A260A123,2/60C*2/60C-140*98-160.5-2/2 Z TWILL,2/60C,2/60C-140*98-160.5-2/2 Z TWILL,140*98
A260A124,2/60COM*2/60COM-148*88-165.6-3/1 Z TWILL,2/60COM,2/60COM-148*88-165.6-3/1 Z TWILL,148*88
A260A124,2/60COM*2/60COM-148*88-165.5-3/1 Z TWILL,2/60COM,2/60COM-148*88-165.5-3/1 Z TWILL,148*88
A260A124,2/60COM*2/60COM-148*88-160.73-3/1 Z TWILL,2/60COM,2/60COM-148*88-160.73-3/1 Z TWILL,148*88
A260A124,2/60COM*2/60COM-148*88-160.73-3/1 Z TWILL,2/60COM,2/60COM-148*88-160.73-3/1 Z TWILL,148*88
A260A124,2/60C*2/60C-148*88-165.6-3/1 Z TWILL,2/60C,2/60C-148*88-165.6-3/1 Z TWILL,148*88
A260A125,2/60COM*30SPX-138*78-194.3-2/2 Z TWILL,2/60COM,30SPX-138*78-194.3-2/2 Z TWILL,138*78
A260A130,"2/60COM.CT*2/60COM.CT+30SPX(70D)-176*86-179.8-4/1,S SATIN",2/60COM.CT,"2/60COM.CT+30SPX(70D)-176*86-179.8-4/1,S SATIN",176*86
A260A130,"2/60COM.CT*2/60COM.CT+30SPX(70D)-176*86-176.81-4/1,S SATIN",2/60COM.CT,"2/60COM.CT+30SPX(70D)-176*86-176.81-4/1,S SATIN",176*86
A260A130,"2/60COM.CT*2/60COM.CT+30SPX(70D)-176*86-159.5-4/1,S SATIN",2/60COM.CT,"2/60COM.CT+30SPX(70D)-176*86-159.5-4/1,S SATIN",176*86
A260A131,2/60COM*20C-132*80-160-2/1 Z TWILL,2/60COM,20C-132*80-160-2/1 Z TWILL,132*80
A260A131,2/60COM*20C-132*80-160.17-2/1 Z TWILL,2/60COM,20C-132*80-160.17-2/1 Z TWILL,132*80
A260A132,2/60COM*2/60COM-108*90-177.3-2/2 MATT,2/60COM,2/60COM-108*90-177.3-2/2 MATT,108*90
A260A132,2/60COM*2/60COM-108*90-158.9-2/2 MATT,2/60COM,2/60COM-108*90-158.9-2/2 MATT,108*90
A260A133,2/60COM*30COM-156*90-163.3-3/1 Z TWILL,2/60COM,30COM-156*90-163.3-3/1 Z TWILL,156*90
A260A134,2/60COM*7OE+16MC-94*64-160.5-DOBBY,2/60COM,7OE+16MC-94*64-160.5-DOBBY,94*64
A260A136,2/60COM*16OE-128*64-162.5-DOBBY,2/60COM,16OE-128*64-162.5-DOBBY,128*64
A260A140,2/60COM*30SPX(70D)-126*72-176.5-2/1 Z TWILL,2/60COM,30SPX(70D)-126*72-176.5-2/1 Z TWILL,126*72
A260A140,2/60COM*30SPX(70D)-123*72-180.98-2/1 Z TWILL,2/60COM,30SPX(70D)-123*72-180.98-2/1 Z TWILL,123*72
A260A140,2/60COM*30SPX(70D)-123*72-180.98-2/1 Z TWILL,2/60COM,30SPX(70D)-123*72-180.98-2/1 Z TWILL,123*72
A260A145,60/2R*60/2R-144*84-160.5-2/1 Z TWILL,60/2R,60/2R-144*84-160.5-2/1 Z TWILL,144*84
A260A147,2/60COM*30SPX-120*64-176.1-DOBBY,2/60COM,30SPX-120*64-176.1-DOBBY,120*64
A260A148,2/60COM*30SPX-134*76-177.1-2/1 Z TWILL,2/60COM,30SPX-134*76-177.1-2/1 Z TWILL,134*76
A260A150,2/60COM*60/2R+60/2R.SPX-150*140-178-DOUBLE CLOTH,2/60COM,60/2R+60/2R.SPX-150*140-178-DOUBLE CLOTH,150*140
A260A151,2/60COM*80LEA.LINOCEL-148*136-180.4-DOUBLE CLOTH,2/60COM,80LEA.LINOCEL-148*136-180.4-DOUBLE CLOTH,148*136
A260A153,2/60COM*30SPX(40D)-138*100-177.3-DOBBY,2/60COM,30SPX(40D)-138*100-177.3-DOBBY,138*100
A260A156,2/60CT*2/60CT+30SPX(70D)-138*80-176.78-DOBBY,2/60CT,2/60CT+30SPX(70D)-138*80-176.78-DOBBY,138*80
A260A157,2/60CT*2/60CT+30SPX(70D)-150*84-178-DOBBY-08.04.036,2/60CT,2/60CT+30SPX(70D)-150*84-178-DOBBY-08.04.036,150*84
A260A157,2/60CT*2/60CT+30SPX(70D)-150*84-178-DOBBY-08.04.036,2/60CT,2/60CT+30SPX(70D)-150*84-178-DOBBY-08.04.036,150*84
A260A157,2/60CT*2/60CT+30SPX(70D)-138*80-176.78-DOBBY,2/60CT,2/60CT+30SPX(70D)-138*80-176.78-DOBBY,138*80
A260A158,2/60CT*2/60CT+30SPX(70D)-138*80-177.57-DOBBY-08.04.044,2/60CT,2/60CT+30SPX(70D)-138*80-177.57-DOBBY-08.04.044,138*80
A260A158,2/60CT*2/60CT+30SPX(70D)-138*80-176.78-DOBBY-08.4.044,2/60CT,2/60CT+30SPX(70D)-138*80-176.78-DOBBY-08.4.044,138*80
A260A159,2/60CT*2/60CT+30SPX(70D)-138*84-177.3-DOBBY,2/60CT,2/60CT+30SPX(70D)-138*84-177.3-DOBBY,138*84
A260A159,2/60CT*2/60CT+30SPX(70D)-138*80-176.78-DOBBY,2/60CT,2/60CT+30SPX(70D)-138*80-176.78-DOBBY,138*80
A260A160,2/60CT*2/60CT+30SPX(70D)-138*80-176.78-DOBBY,2/60CT,2/60CT+30SPX(70D)-138*80-176.78-DOBBY,138*80
A260A164,2/60COM*30FFT.LYC(70D)-136*96-177.2-DOBBY,2/60COM,30FFT.LYC(70D)-136*96-177.2-DOBBY,136*96
A260A165,2/60COM*2/50COM-148*70-163.17-DOBBY-06.04.025,2/60COM,2/50COM-148*70-163.17-DOBBY-06.04.025,148*70
A260A165,2/60COM*2/50COM-148*70-163.1-DOBBY,2/60COM,2/50COM-148*70-163.1-DOBBY,148*70
A260A168,2/60COM*30SPX(40D)-126*88-176.5-DOBBY-06.06.015,2/60COM,30SPX(40D)-126*88-176.5-DOBBY-06.06.015,126*88
A260A168,2/60COM*30SPX(40D)-126*88-176.58-DOBBY-06.06.015,2/60COM,30SPX(40D)-126*88-176.58-DOBBY-06.06.015,126*88
A260A170,2/60COM*20K.SPX(40D)-142*72-177.6-3/1 S TWILL,2/60COM,20K.SPX(40D)-142*72-177.6-3/1 S TWILL,142*72
A260A170,2/60COM*20K.SPX(40D)-139*72-181.5-3/1 S TWILL,2/60COM,20K.SPX(40D)-139*72-181.5-3/1 S TWILL,139*72
A260A170,2/60COM*20K.SPX(40D)-139*72-181.5-3/1 S TWILL,2/60COM,20K.SPX(40D)-139*72-181.5-3/1 S TWILL,139*72
A260A172,2/60COM*2/60COM-144*86-160.5-2/2 S TWILL,2/60COM,2/60COM-144*86-160.5-2/2 S TWILL,144*86
A260A180,2/60COM*30FFT.LYC(40D)-136*96-177.2-DOBBY-10.10.037,2/60COM,30FFT.LYC(40D)-136*96-177.2-DOBBY-10.10.037,136*96
A260A181,2/60COM*30SPX(40D)-138*86-166.66-2/2 Z TWILL,2/60COM,30SPX(40D)-138*86-166.66-2/2 Z TWILL,138*86
A260A182,2/60COM*30FFT.LYC(40D)+30COM-146*96-177.8-DOBBY-10.10.037,2/60COM,30FFT.LYC(40D)+30COM-146*96-177.8-DOBBY-10.10.037,146*96
A260A183,2/60COM*30SPX(40D)-138*80-177.5-2/2 Z TWILL,2/60COM,30SPX(40D)-138*80-177.5-2/2 Z TWILL,138*80
A260A185,2/60C.PC*2/60C.PC-84*70-179-PLAIN,2/60C.PC,2/60C.PC-84*70-179-PLAIN,84*70
A260A187,2/60CT*30SPX(70D)-126*96-176.5-3/3 Z TWILL,2/60CT,30SPX(70D)-126*96-176.5-3/3 Z TWILL,126*96
A260A188,2/60COM*20C-148*80-160.6-2/2 Z TWILL,2/60COM,20C-148*80-160.6-2/2 Z TWILL,148*80
A260A189,2/60COM*30SPX(20D)-146*72-211.8-4/1 S SATIN,2/60COM,30SPX(20D)-146*72-211.8-4/1 S SATIN,146*72
A260A190,60/2R*20K.SPX(40D)-126*72-176.5-DOBBY-04.08.007,60/2R,20K.SPX(40D)-126*72-176.5-DOBBY-04.08.007,126*72
A260A191,2/60CT*14CMX.THERMOLITE.COT.LYC-130*58-176.8-3/1 S TWILL,2/60CT,14CMX.THERMOLITE.COT.LYC-130*58-176.8-3/1 S TWILL,130*58
A260A192,60/2R*20K.SPX(40D)-126*68-176.5-DOBBY-04.08.007,60/2R,20K.SPX(40D)-126*68-176.5-DOBBY-04.08.007,126*68
A260A193,2/60COM*20K.SPX(40D)-136*72-178.21-DOBBY-30.10.002,2/60COM,20K.SPX(40D)-136*72-178.21-DOBBY-30.10.002,136*72
A260A193,2/60COM*20K.SPX(40D)-136*72-177.2-DOBBY-30.10.002,2/60COM,20K.SPX(40D)-136*72-177.2-DOBBY-30.10.002,136*72
A260A195,2/60COM*20K.SPX(40D)-142*72-177.5-DOBBY-08.04.036.A,2/60COM,20K.SPX(40D)-142*72-177.5-DOBBY-08.04.036.A,142*72
A260A197,60/2R*12OE-116*54-159.4-OXFORD,60/2R,12OE-116*54-159.4-OXFORD,116*54
A260A198,60/2R*32COM-156*96-163.3-2/2 MATT,60/2R,32COM-156*96-163.3-2/2 MATT,156*96
A260A198,60/2R*32COM-156*96-160.86-2/2 MATT,60/2R,32COM-156*96-160.86-2/2 MATT,156*96
A260A204,2/60COM*20SPX(70D)-134*80-177.1-DOBBY-72.72.005,2/60COM,20SPX(70D)-134*80-177.1-DOBBY-72.72.005,134*80
A260A205,2/60COM*20K.SPX(70D)-148*76-180.4-DOBBY-12.04.005,2/60COM,20K.SPX(70D)-148*76-180.4-DOBBY-12.04.005,148*76
A260A206,60/2R*20SPX/142*72 177.5 2/2Z,60/2R,20SPX/142*72 177.5 2/2Z,142*72
A260A207,2/60COM*2/60COM+30SPX(70D)-142*78-177.5-DOBBY,2/60COM,2/60COM+30SPX(70D)-142*78-177.5-DOBBY,142*78
A260A208,2/60COM.GS*200D.PET.STR-134*86-177.1-3/1 Z TWILL,2/60COM.GS,200D.PET.STR-134*86-177.1-3/1 Z TWILL,134*86
A260A209,2/60COM.CT*32K.COM+30SPX(70D)-176*86-176.6-4/1 S SATIN,2/60COM.CT,32K.COM+30SPX(70D)-176*86-176.6-4/1 S SATIN,176*86
A260A211,2/60COM*30SPX(40D)-118*74-200.1-2/1 Z TWILL,2/60COM,30SPX(40D)-118*74-200.1-2/1 Z TWILL,118*74
A260A211,2/60COM*30Spx 40D-118*74-176-2/1 Z TWILL,2/60COM,30Spx 40D-118*74-176-2/1 Z TWILL,118*74
A260A212,2/60CT*2/60CT+30SPX(70D)-138*86-177.5-DOBBY-04.04.010,2/60CT,2/60CT+30SPX(70D)-138*86-177.5-DOBBY-04.04.010,138*86
A260A213,2/60COM*16DC.PET-126*68-176.6-3/2 Z TWILL,2/60COM,16DC.PET-126*68-176.6-3/2 Z TWILL,126*68
A260A214,60/2R*20C.SPX(55D)-146*72-177.8-3/1 Z TWILL,60/2R,20C.SPX(55D)-146*72-177.8-3/1 Z TWILL,146*72
A260A214,2/60COM*20C.SPX(55D)-146*72-177.8-3/1 Z TWILL,2/60COM,20C.SPX(55D)-146*72-177.8-3/1 Z TWILL,146*72
A260A216,2/60COM*20K.SPX(70D)-150*80-178-DOBBY-08.08.227,2/60COM,20K.SPX(70D)-150*80-178-DOBBY-08.08.227,150*80
A260A219,2/60COM*16LYC(70D)-142*66-207.8-DOBBY-10.20.016,2/60COM,16LYC(70D)-142*66-207.8-DOBBY-10.20.016,142*66
A260A220,60/2R*30C.SPX(70D)-158*88-178.37-2/2 Z TWILL,60/2R,30C.SPX(70D)-158*88-178.37-2/2 Z TWILL,158*88
A260A221,60/2R*30SPX(40D)-142*80-177.6-DOBBY-06.04.013,60/2R,30SPX(40D)-142*80-177.6-DOBBY-06.04.013,142*80
A260A222,2/60COM*24C.SPX(40D)-120*80-176.1-DOBBY,2/60COM,24C.SPX(40D)-120*80-176.1-DOBBY,120*80
A260A223,60/2R*40C.SPX(40D)-86*80-172.5-PLAIN,60/2R,40C.SPX(40D)-86*80-172.5-PLAIN,86*80
A260A225,2/60COM*2/30C-90*120-177.17-DOBBY-08.08.059,2/60COM,2/30C-90*120-177.17-DOBBY-08.08.059,90*120
A260A225,2/60COM*2/30C-90*108-177.17-DOBBY-08.08.059,2/60COM,2/30C-90*108-177.17-DOBBY-08.08.059,90*108
A260A226,60/2R*24SPX(40D)-134*70-168.8-DOBBY-06.04.013,60/2R,24SPX(40D)-134*70-168.8-DOBBY-06.04.013,134*70
A260A231,2/60COM*30C.SPX(40D)-126*80-176.5-DOBBY (CVT)-06.06.029,2/60COM,30C.SPX(40D)-126*80-176.5-DOBBY (CVT)-06.06.029,126*80
A260A232,2/60COM*2/60COM-148*86-163.10-DOBBY (CVT)-06.06.029,2/60COM,2/60COM-148*86-163.10-DOBBY (CVT)-06.06.029,148*86
A260A234,2/60CT*30C.CVC.SPX(40D)-150*78-178.2-3/1 Z TWILL,2/60CT,30C.CVC.SPX(40D)-150*78-178.2-3/1 Z TWILL,150*78
A260A235,2/60CT*30SPX(40D)-150*78-178.2-3/1 Z TWILL,2/60CT,30SPX(40D)-150*78-178.2-3/1 Z TWILL,150*78
A260A236,60/2R*20K.SPX(40D)+30SUTALEA-126*76-176.5-2/2 S TWILL,60/2R,20K.SPX(40D)+30SUTALEA-126*76-176.5-2/2 S TWILL,126*76
A260A237,2/60CT*150D.PET(CM800)-150*78-178-3/1 Z TWILL,2/60CT,150D.PET(CM800)-150*78-178-3/1 Z TWILL,150*78
A260A240,2/60COM*2/30COM.CVC-90*120-177.2-DOBBY-08.08.059,2/60COM,2/30COM.CVC-90*120-177.2-DOBBY-08.08.059,90*120
A260A241,2/60CT*16DC.FX-142*72-177.5-4/1 Z TWILL,2/60CT,16DC.FX-142*72-177.5-4/1 Z TWILL,142*72
A260A241,2/60CT*16DC.FX-142*72-177.5-4/1 Z TWILL,2/60CT,16DC.FX-142*72-177.5-4/1 Z TWILL,142*72
A260A242,60/2R.SPX(40D)*40/2R.LYC(70D)-126*76-176.6-3/1 S TWILL,60/2R.SPX(40D),40/2R.LYC(70D)-126*76-176.6-3/1 S TWILL,126*76
A260A244,2/60COM*16K.SPX(40D)-138*74-157.9-DOBBY,2/60COM,16K.SPX(40D)-138*74-157.9-DOBBY,138*74
A260A245,2/60COM*2/80COM-100*84-158.4-OXFORD,2/60COM,2/80COM-100*84-158.4-OXFORD,100*84
A260A248,2/60COM*200D.PET.STR(70D)-118*80-176-3/1 Z TWILL,2/60COM,200D.PET.STR(70D)-118*80-176-3/1 Z TWILL,118*80
A260A249,2/60COM*150D.PET(CM800)-110*86-196.6-3/1 Z TWILL,2/60COM,150D.PET(CM800)-110*86-196.6-3/1 Z TWILL,110*86
A260A249,2/60COM*150D.PET(CM800)-110*86-175.3-3/1 Z TWILL,2/60COM,150D.PET(CM800)-110*86-175.3-3/1 Z TWILL,110*86
A260A250,2/60COM*20K.SPX(70D)-142*72-177.80-2/2 Z TWILL,2/60COM,20K.SPX(70D)-142*72-177.80-2/2 Z TWILL,142*72
A260A250,2/60COM*20K.SPX(70D)-142*72-177.5-2/2 Z TWILL,2/60COM,20K.SPX(70D)-142*72-177.5-2/2 Z TWILL,142*72
A260A250,"2/60COM*20K.SPX(70D)-142*72-177.80-2/2,Z TWILL",2/60COM,"20K.SPX(70D)-142*72-177.80-2/2,Z TWILL",142*72
A260A250,"2/60COM*20K.SPX(70D)-142*72-177.80-2/2,Z TWILL",2/60COM,"20K.SPX(70D)-142*72-177.80-2/2,Z TWILL",142*72
A260A251,2/60COM*20K.SPX(70D)-142*72-177.5-DOBBY-06.04.002,2/60COM,20K.SPX(70D)-142*72-177.5-DOBBY-06.04.002,142*72
A260A252,2/60CVC(37.5)*20CVC(37.5).SPX(70D)-110*66-175.3-3/1 Z TWILL,2/60CVC(37.5),20CVC(37.5).SPX(70D)-110*66-175.3-3/1 Z TWILL,110*66
A260A253,2/60CVC(37.5)*16CVC(37.5).SPX(70D)-110*60-175.3-3/1 Z TWILL,2/60CVC(37.5),16CVC(37.5).SPX(70D)-110*60-175.3-3/1 Z TWILL,110*60
A260A254,2/60COM*200D.PET.STR(37.5)-118*80-197.4-3/1 Z TWILL,2/60COM,200D.PET.STR(37.5)-118*80-197.4-3/1 Z TWILL,118*80
A260A255,2/60COM*30SPX(70D)+32COM-150*156-178-DOBBY-12.36.001,2/60COM,30SPX(70D)+32COM-150*156-178-DOBBY-12.36.001,150*156
A260A256,2/60COM*2/60COM-156*92-160.3-2/2 Z TWILL,2/60COM,2/60COM-156*92-160.3-2/2 Z TWILL,156*92
A260A257,2/60COM.GS*170D.PET.STR(37.5)-102*80-174.5-2/1 Z TWILL,2/60COM.GS,170D.PET.STR(37.5)-102*80-174.5-2/1 Z TWILL,102*80
A260A259,2/60COM*40SPX(40D)-118*114-197.69-2/2 Z TWILL,2/60COM,40SPX(40D)-118*114-197.69-2/2 Z TWILL,118*114
A260A259,2/60COM*40SPX(40D)-118*114-197.69-2/2 Z TWILL,2/60COM,40SPX(40D)-118*114-197.69-2/2 Z TWILL,118*114
A260A259,2/60COM*40SPX(40D)-118*114-197.69-2/2 Z TWILL,2/60COM,40SPX(40D)-118*114-197.69-2/2 Z TWILL,118*114
A260A259,2/60COM*40SPX(40D)-118*114-197.4-2/2 Z TWILL,2/60COM,40SPX(40D)-118*114-197.4-2/2 Z TWILL,118*114
A260A259,2/60COM*40SPX(40D)-118*114-176.25-2/2 Z TWILL,2/60COM,40SPX(40D)-118*114-176.25-2/2 Z TWILL,118*114
A260A261,2/60COM*30LYC(40D)-134*80-177.34-2/2 Z TWILL,2/60COM,30LYC(40D)-134*80-177.34-2/2 Z TWILL,134*80
A260A261,2/60COM*30LYC(40D)-134*80-177.1-2/2 Z TWILL,2/60COM,30LYC(40D)-134*80-177.1-2/2 Z TWILL,134*80
A260A261,2/60COM*30LYC(40D)-134*80-177.1-2/2 Z TWILL,2/60COM,30LYC(40D)-134*80-177.1-2/2 Z TWILL,134*80
A260A264,2/60COM*20C-90*130-160.18-DOBBY,2/60COM,20C-90*130-160.18-DOBBY,90*130
A260A265,60/2R*20C-90*130-160.18-DOBBY,60/2R,20C-90*130-160.18-DOBBY,90*130
A260A266,60/2R*20OE-90*130-160.18-DOBBY,60/2R,20OE-90*130-160.18-DOBBY,90*130
A260A267,60/2R*40/2R-90*130-157.7-DOBBY-05.05.009,60/2R,40/2R-90*130-157.7-DOBBY-05.05.009,90*130
A260A267,60/2R*40/2R-90*130-160.18-DOBBY,60/2R,40/2R-90*130-160.18-DOBBY,90*130
A260A267,60/2R*40/2R-90*130-160.33-DOBBY(1/5 Z TWILL)-05.05.009,60/2R,40/2R-90*130-160.33-DOBBY(1/5 Z TWILL)-05.05.009,90*130
A260A267,60/2R*2/40COM-90*130-160.33-DOBBY(1/5 Z TWILL)-05.05.009,60/2R,2/40COM-90*130-160.33-DOBBY(1/5 Z TWILL)-05.05.009,90*130
A260A268,2/60COM*20OE-90*130-160.18-DOBBY,2/60COM,20OE-90*130-160.18-DOBBY,90*130
A260A269,60/2R*20C.SPX(40D)-96*110-178.6-DOBBY,60/2R,20C.SPX(40D)-96*110-178.6-DOBBY,96*110
A260A269,2/60COM*20C.SPX(40D)-96*110-178.6-DOBBY(5/1),2/60COM,20C.SPX(40D)-96*110-178.6-DOBBY(5/1),96*110
A260A270,2/60COM*20K.SPX(70D)-142*72-177.5-DOBBY-08.04.0126,2/60COM,20K.SPX(70D)-142*72-177.5-DOBBY-08.04.0126,142*72
A260A271,2/60COM*20K.SPX(70D)-150*72-199.6-DOBBY(TOP BEAM)-12.08.004,2/60COM,20K.SPX(70D)-150*72-199.6-DOBBY(TOP BEAM)-12.08.004,150*72
A260A271,2/60COM*20K.SPX(70D)-150*72-199.6-DOBBY(TOP BEAM)-12.08.004,2/60COM,20K.SPX(70D)-150*72-199.6-DOBBY(TOP BEAM)-12.08.004,150*72
A260A272,2/60COM*20K.SPX(70D)-126*76-198.12-4/1 Z SATIN,2/60COM,20K.SPX(70D)-126*76-198.12-4/1 Z SATIN,126*76
A260A273,2/60COM*2/60COM-144*84-162.5-3/1 Z TWILL,2/60COM,2/60COM-144*84-162.5-3/1 Z TWILL,144*84
A260A274,2/60COM*2/40HT-100*90-178-DOBBY-32.32.022,2/60COM,2/40HT-100*90-178-DOBBY-32.32.022,100*90
A260A275,2/60COM+2550D.COT*2/60COM-74*76-175.9-DOBBY-79.23.001,2/60COM+2550D.COT,2/60COM-74*76-175.9-DOBBY-79.23.001,74*76
A260A281,60/2R.TEN*60/2R.TEN-100*72-178-2/2 S TWILL,60/2R.TEN,60/2R.TEN-100*72-178-2/2 S TWILL,100*72
A260A282,2/60CT*24K.SPX(40D)-126*78-176.78-3/1 Z TWILL,2/60CT,24K.SPX(40D)-126*78-176.78-3/1 Z TWILL,126*78
A260A282,2/60CT*24K.SPX(40D)-126*78-176.78-3/1 Z TWILL,2/60CT,24K.SPX(40D)-126*78-176.78-3/1 Z TWILL,126*78
A260A286,2/60COM*30C.SPX(40D)-142*90-177.6-DOBBY (TOP BEAM)-12.06.036,2/60COM,30C.SPX(40D)-142*90-177.6-DOBBY (TOP BEAM)-12.06.036,142*90
A260A289,2/60COM*30SPX(40D)-150*82-178-DOBBY-24.08.0054,2/60COM,30SPX(40D)-150*82-178-DOBBY-24.08.0054,150*82
A260A289,2/60COM*30SPX(40D)-150*82-178.00-DOBBY-24.08.054,2/60COM,30SPX(40D)-150*82-178.00-DOBBY-24.08.054,150*82
A260A289,2/60COM*30SPX(40D)-150*82-178.00-DOBBY-24.08.054,2/60COM,30SPX(40D)-150*82-178.00-DOBBY-24.08.054,150*82
A260A289,2/60COM*30SPX(40D)-150*82-178.00-DOBBY-24.08.054,2/60COM,30SPX(40D)-150*82-178.00-DOBBY-24.08.054,150*82
A260A292,2/60COM*20K.SPX(40D)-142*80-211.63-DOBBY-08.08.160,2/60COM,20K.SPX(40D)-142*80-211.63-DOBBY-08.08.160,142*80
A260A292,2/60COM*20K.SPX(40D)-142*80-211.63-DOBBY-08.08.160,2/60COM,20K.SPX(40D)-142*80-211.63-DOBBY-08.08.160,142*80
A260A292,2/60COM*20K.SPX(40D)-142*80-177.6-DOBBY-08.08.160,2/60COM,20K.SPX(40D)-142*80-177.6-DOBBY-08.08.160,142*80
A260A293,2/60CVC*24K.SPX(40D)-118*84-176-2/2 Z TWILL,2/60CVC,24K.SPX(40D)-118*84-176-2/2 Z TWILL,118*84
A260A296,2/60COM*30SPX(40D)-138*88-186-4/1 S SATIN,2/60COM,30SPX(40D)-138*88-186-4/1 S SATIN,138*88
A260A297,2/60COM*30SPX(40D)-134*100-211-DOBBY(CVT)-06.12.018,2/60COM,30SPX(40D)-134*100-211-DOBBY(CVT)-06.12.018,134*100
A260A298,60/2R*30SPX(70D)-82*130-204.8-DOBBY(1/5 Z TWILL)-05.05.009,60/2R,30SPX(70D)-82*130-204.8-DOBBY(1/5 Z TWILL)-05.05.009,82*130
A260A299,2/60COM*50SPX(40D)-126*120-176.6-2/2 Z TWILL,2/60COM,50SPX(40D)-126*120-176.6-2/2 Z TWILL,126*120
A260A299,2/60COM*50SPX(40D)-126*120-176.6-2/2 Z TWILL,2/60COM,50SPX(40D)-126*120-176.6-2/2 Z TWILL,126*120
A260A300,2/60COM*40SPX(40D)-126*114-176.6-2/2 Z TWILL,2/60COM,40SPX(40D)-126*114-176.6-2/2 Z TWILL,126*114
A260A304,60/2R*150D.PET-148*80-160.6-2/2 Z TWILL,60/2R,150D.PET-148*80-160.6-2/2 Z TWILL,148*80
A260A305,60/2R*150D.PET(T400)-126*84-176.6-2/2 Z TWILL,60/2R,150D.PET(T400)-126*84-176.6-2/2 Z TWILL,126*84
A260A307,2/60COM*20K.SPX(40D)-126*76-195.9-DOBBY-08.08.015,2/60COM,20K.SPX(40D)-126*76-195.9-DOBBY-08.08.015,126*76
A260A307,2/60COM*20K.SPX(40D)-126*76-195.94-DOBBY-08.08.015,2/60COM,20K.SPX(40D)-126*76-195.94-DOBBY-08.08.015,126*76
A260A308,2/60COM*150D.PET(CM800)+32COM-130*92-176.8-2/2 Z TWILL,2/60COM,150D.PET(CM800)+32COM-130*92-176.8-2/2 Z TWILL,130*92
A260A309,2/60COM*32K.COM-140*80-160.38-OXFORD,2/60COM,32K.COM-140*80-160.38-OXFORD,140*80
A260A310,2/60COM*150D.KTX+30SPX(40D)-134*86-191.67-2/1 Z TWILL,2/60COM,150D.KTX+30SPX(40D)-134*86-191.67-2/1 Z TWILL,134*86
A260A313,2/60COM*30SPX(40D)-150*96-178-DOBBY-12.12.341,2/60COM,30SPX(40D)-150*96-178-DOBBY-12.12.341,150*96
A260A314,2/60COM*20K.SPX(40D)-120*72-197.5-DOBBY-08.08.153,2/60COM,20K.SPX(40D)-120*72-197.5-DOBBY-08.08.153,120*72
A260A314,2/60COM*20K.SPX(40D)-120*72-176.1-DOBBY-08.08.153,2/60COM,20K.SPX(40D)-120*72-176.1-DOBBY-08.08.153,120*72
A260A315,2/60COM.OG*30C.OG.SPX(40D)-126*76-198-2/2 S TWILL,2/60COM.OG,30C.OG.SPX(40D)-126*76-198-2/2 S TWILL,126*76
A260A315,2/60COM*30C.SPX(40D)-126*76-198-2/2 S TWILL,2/60COM,30C.SPX(40D)-126*76-198-2/2 S TWILL,126*76
A260A317,2/60COM*150D.PET+30SPX(40D)-126*104-198.37-DOBBY-16.16.382,2/60COM,150D.PET+30SPX(40D)-126*104-198.37-DOBBY-16.16.382,126*104
A260A317,2/60COM*150D.PET+30SPX(40D)-126*104-176.6-DOBBY-16.16.382,2/60COM,150D.PET+30SPX(40D)-126*104-176.6-DOBBY-16.16.382,126*104
A260A322,60/2R.M.VIS*60/2R.M.VIS-144*84-160.5-DOBBY(CVT)-06.06.057,60/2R.M.VIS,60/2R.M.VIS-144*84-160.5-DOBBY(CVT)-06.06.057,144*84
A260A323,2/60C.CVC(37.5)*20C.CVC.(37.5)SPX(70D)-142*74-177.6-3/1 Z TWILL,2/60C.CVC(37.5),20C.CVC.(37.5)SPX(70D)-142*74-177.6-3/1 Z TWILL,142*74
A260A327,2/60COM*200D.KTX.STR-126*76-191.1-2/1 Z TWILL,2/60COM,200D.KTX.STR-126*76-191.1-2/1 Z TWILL,126*76
A260A329,2/60COM.OG*2/60COM.OG-148*86-165.5-2/2 Z TWILL,2/60COM.OG,2/60COM.OG-148*86-165.5-2/2 Z TWILL,148*86
A260A330,2/60COM+2/20C*2/60COM+2/20C-76*68-158.8-DOBBY(TOP BEAM)-84.12.001,2/60COM+2/20C,2/60COM+2/20C-76*68-158.8-DOBBY(TOP BEAM)-84.12.001,76*68
A260A332,2/60COM*2/40COM+16K.SPX(70D)-118*76-198-DOBBY-12.12.368,2/60COM,2/40COM+16K.SPX(70D)-118*76-198-DOBBY-12.12.368,118*76
A260A333,60/2R.SPX(20D)*60/2R.SPX(40D)-102*52-207.9-2/1 Z TWILL,60/2R.SPX(20D),60/2R.SPX(40D)-102*52-207.9-2/1 Z TWILL,102*52
