k1,k2,k3,k4,construction
12-17951,BAPFW,W11001,DD01,22CM*200D.PET.STR-142*66-116-3/1 Z TWILL 264 $ A122A001
12-18350,BAMMO,C33001,HH02,40COM.OG*40COM.OG-118*80-148-2/2 Z TWILL 128 $
12-18350,BAMMO,C44001,HH01,40COM.OG*40COM.OG- *80-2/2 Z TWILL
12-18350,BAMMO,C44002,HH01,40COM.OG*40COM.OG-118*80-148-2/2 Z TWILL 128 $
12-18880,BAMMS,S21001,VV01,40COM*40COM- *80-PLAIN
12-19020,BAMMS,C44134,HH01,40COM*40COM-121*80-148-PLAIN-125 $
12-19020,BAMMS,C44134,HH02,40COM*40COM- *80-PLAIN
12-19030,BAMMS,S31014,VV01,40COM*40COM-121*80-148-PLAIN-125 $
12-19030,BAMMS,S31014,VV02,40COM*40COM- *80-PLAIN
12-19060,LXMM,S21003,HH03,80COM*60COM-92*84-150-PLAIN 64 $
12-19060,LXMM,S21003,HH04,80COM*60COM-PLAIN
12-19110,LXMMS,S31001,HH01,80COM*60COM-92*84-150-PLAIN 64 $
12-19120,LXMMS,C33001,HH01,80COM*60COM-92*84-150-PLAIN 64 $
12-19130,LXMMS,C22001,HH01,80COM*60COM-92*84-150-PLAIN 64 $
12-19140,BAMMS,C33001,HH01,60COM*60COM-112*88-143-PLAIN 85 $
12-19140,BAMMS,C33001,HH02,60COM*60COM-112*88-143-PLAIN 85 $
12-19140,BAMMS,C33001,VV01,60COM*60COM- *88-PLAIN
12-19310,LXMMS,C22002,HH01,80COM*60COM-92*84-150-PLAIN 64 $
12-19320,LXMMS,S21005,HH01,80COM*60COM-92*84-150-PLAIN 64 $
12-19330,LXMMS,S21006,HH01,80COM*60COM-92*84-150-PLAIN 64 $
12-19830,BLOO,C22001,HH01,16OE+16MEL*16OE+16MEL--66*52-140-2/2 S TWILL 190 $
12-19840,BLOO,C55001,HH01,16OE+16MEL*16OE+16MEL-66*52-140-2/2 S TWILL 190 $
12-19850,BLOO,C44001,HH01,16OE+16MEL*16OE+16MEL-66*52-140-2/2 S TWILL 190 $
12-82525,BAMCJ,W11001,RR01,20MEL*20SPX(70D)-116*76*150-2/2 MATT-265
12-82525,BAMCJ,W11001,RR02,20MEL*20SPX(70D)- *76-2/2 MATT
12-82575,BACCW,W11001,HH01,30SPX(40D)*30SPX(40D)-155*92-135-3/1 S TWILL-283 $
12-82575,BACCW,W11001,HH02,30SPX(40D)*30SPX(40D)-155*92-135-3/1 S TWILL-283 $
12-82575,BACCWJ,W11001,HH02,30SPX(40D)*30SPX(40D)-155*92-135-3/1 S TWILL-283 $
12-83030,BAMM,C33001,HH04,2/60COM*2/60COM- *86-2/2 Z TWILL
12-83030,BAMM,C33001,HH05,2/60COM*2/60COM- *86-2/2 Z TWILL
12-83030,BAMM,C33002,HH01,2/60COM*2/60COM- *86-2/2 Z TWILL
12-83030,BAMMJ,C44001,HH01,2/60COM*2/60COM- *86-2/2 Z TWILL
12-84500,BAMMSJ,S51001,HH02,60COM*40COM- *74-DOBBY
12000001,BAMMY,C22001,HH01,20COM*20COM
12000001,BAMMY,C22001,HH02,20COM*20COM
12000009,BAMM,S21001,HH01,20COM*20COM-96*88-148-2/2 HBT-243 $
12000009,BAMM,S21001,HH02,20COM*20COM-2/2 HBT
12000009,BAMM,S21001,RR01,20COM*20COM-96*88-148-2/2 HBT-243 $
12000048,BAMM,W11001,HH01,20COM*20COM-104*88-152-3/1 Z TWILL-248 $
12000049,BAMM,C22001,HH01,20COM*20COM-92*64-151-PLAIN-210 $
12000049,BAMM,S21001,HH01,20COM*20COM-92*64-151-PLAIN-210 $
12000049,BAMM,S21001,HH02,20COM*20COM
12000050,BAMM,C22001,HH01,20COM*20COM-92*70-149-PLAIN-218 $
12000050,BAMM,C22001,HH02,20COM*20COM-92*70-149-PLAIN-218 $
12000050,BAMM,C22001,HH03,20COM*20COM
12000053,BAMCO,C22001,HH01,20COM.OG*16SPX.OG-124*60-150-2/2 Z TWILL 270 $
12000053,BAMCO,C22002,HH01,20COM.OG*16SPX.OG-124*60-150-2/2 Z TWILL 270 $
12000060,BAMC,W11001,HH01,20COM*16SPX-110*62-135-2/2 BKT-265 $
12000060,BAMC,W11001,HH02,20COM*16SPX-110*62-135-2/2 BKT-265 $
12000061,BAMCN,W11001,HH01,"20COM*20SPX-124*70-129-4/1,S TWILL 270 $"
12000061,BAMCN,W11001,HH02,"20COM*20SPX-124*70-129-4/1,S TWILL 270 $"
12000065,BAMM,F12001,HH01,20COM*20COM- *84-2/2 'S' TWIL
12000065,BAMM,F12001,HH02,20COM*20COM- *84-2/2 'S' TWIL
12000065,BAMM,F21001,HH01,20COM*20COM-93*84-148-2/2 'S' TWILL-226 $
12000065,BAMM,F22001,HH03,20COM*20COM-93*84-148-2/2 'S' TWILL-226 $
12000065,BAMM,F22001,HH04,20COM*20COM-93*84-148-2/2 'S' TWILL-226 $
12000065,BAMM,F22001,HH05,20COM*20COM-93*84-148-2/2 'S' TWILL-226 $
12000065,LLMM,F12001,HH04,20COM*20COM- *84-2/2 S TWILL
12000065,LLMM,F12001,HH05,20COM*20COM- *84-2/2 S TWILL
12000065,LLMM,F12001,HH06,20COM*20COM- *84-2/2 S TWILL
12000074,BAMM,C22001,HH01,20COM*20COM-94*82-148-2/2 S TWILL-210 $
12000074,BAMM,C22001,HH02,20COM*20COM-94*82-148-2/2 S TWILL-210 $
12000081,BAMC,W11001,HH01,20COM*30COT.PET NEPS-82*62-145-PLAIN-150 $
12000090,BAMC,C33001,HH01,20COM*20SPX-112*80-145-2/2 Z TWILL-265 $
12000091,BAMC,C33001,HH01,20COM*20SPX-124*68-143-2/2 Z TWILL-250 $
12000092,BAMM,F12001,HH01,20COM*30PC.NEPS+40COM-82*60-148-PLAIN-150 $
12000092,BAMM,F12001,HH02,20COM*30PC.NEPS+40COM-82*60-148-PLAIN-150 $
12000092,BAMM,F12001,HH03,20COM*30PC.NEPS+40COM-82*60-148-PLAIN-150 $
12000092,BAMM,F12001,HH04,20COM*30PC.NEPS+40COM
12000093,BAMM,W11001,HH01,20COM*20COM-80*60-148-PLAIN-178 $
12000097,BAMM,F22001,HH01,20COM+2/40MEL*20COM+2/40MEL-
12000098,BAMC,W11001,HH01,20COM*20MC-149*68-148-4/1 S SATIN-274 $
12000098,BAMC,W11001,HH02,20COM*20MC-149*68-148-4/1 S SATIN-274 $
12000099,BAMC,C22001,HH01,20COM*20SPX- *72-PLAIN
12000099,BAMC,C22001,HH02,20COM*20SPX- *72-PLAIN
12000099,BAMC,C22001,HH03,20COM*20SPX- *72-PLAIN
12000099,BAMC,C33001,HH01,20COM*20SPX-88*72-152-PLAIN-220 $
12000099,BAMC,C33001,HH02,20COM*20SPX-88*72-152-PLAIN-220 $
12000099,BAMCL,C22003,HH01,20COM*20LYC(70D)- *72-PLAIN
12000099,LLMC,C22002,HH01,20COM*20SPX(70D)- *72-PLAIN
12000101,BAMC,S21001,HH01,20COM*16SPX-118*56-132-DOBBY-260 $
12000101,BAMC,S21001,HH02,20COM*16SPX-118*56-132-DOBBY-260 $
12000101,BAMC,S21001,HH03,20COM*16SPX
12000104,BAMC,W11001,HH01,20COM*10SPX-102*50-140-3/1 S TWILL-275 $
12000104,BAMC,W11001,HH02,20COM*10SPX-102*50-140-3/1 S TWILL-275 $
12000105,BAMO,S12001,HH01,20COM*16OE+30SPX-120*112-145-DOBBY-315 $
12000105,BAMO,S12001,HH02,20COM*16OE+30SPX-120*112-145-DOBBY-315 $
12000105,BAMO,S12001,HH03,20COM*16OE+30SPX-120*112-145-DOBBY-315 $
12000105,BAMO,S12001,RR01,20COM*16OE+30SPX-DOBBY
12000106,BAMC,W11001,HH01,20COM*16SPX-118*64-148-2/2 Z TWILL-265 $
12000106,BAMC,W11001,HH02,20COM*16SPX-118*64-148-2/2 Z TWILL-265 $
12000106,BAMC,W11001,HH03,20COM*16SPX-118*64-148-2/2 Z TWILL-265 $
12000106,BAMC,W11001,HH04,20COM*16SPX-2/2 Z TWILL
12000106,BAMC,W11001,HH05,20COM*16SPX-2/2 Z TWILL
12000111,BAMM,C22001,HH01,20COM*20COM-110*90-132-DOUBLE CLOTH (TOP BEAM)-270 $
12000111,BAMM,C22001,HH02,20COM*20COM-110*90-132-DOUBLE CLOTH (TOP BEAM)-270 $
12000111,BAMM,C22001,HH03,20COM*20COM-DOUBLE CLOTH (TOP BEAM)
12000113,BAMC,C22001,HH01,20COM*20SPX(70D)- *80-2/2 Z TWILL
12000113,BAMC,C22001,HH02,20COM*20SPX(70D)- *80-2/2 Z TWILL
12000113,BAMC,S21001,HH01,20COM*20SPX-106*80-133-2/2 Z TWILL-270 $
12000113,BAMC,S21001,HH02,20COM*20SPX-106*80-133-2/2 Z TWILL-270 $
12000113,BAMC,S21001,HH03,20COM*20SPX-106*80-133-2/2 Z TWILL-270 $
12000113,BAMC,S21002,HH01,20COM*20SPX(70D)- *80-2/2 Z TWILL
12000113,BAMC,W11001,HH01,20COM*20SPX(70D)- *80-2/2 Z TWILL
12000113,BAMC,W11001,HH04,20COM*20SPX(70D)- *80-2/2 Z TWILL
12000113,BAMC,W11001,HH05,20COM*20SPX(70D)- *80-2/2 Z TWILL
12000113,LLMC,W11001,HH02,20COM*20SPX(70D)- *80-2/2 Z TWILL
12000113,LLMC,W11001,HH03,20COM*20SPX(70D)- *80-2/2 Z TWILL
12000117,BAMC,C22001,HH01,20COM*20SPX-110*64-125-2/2 Z TWILL-245 $
12000117,BAMC,C22001,HH02,20COM*20SPX-110*64-125-2/2 Z TWILL-245 $
12000119,BAMC,W11001,HH01,20COM*16SPX-128*62-148-2/2 Z TWILL-264 $
12000120,BAMC,F12001,HH01,20COM*30SPX+16SPX-DOBBY
12000120,BAMC,F12001,HH02,20COM*30SPX+16SPX-DOBBY
12000120,BAMC,F12001,HH03,20COM*30SPX+16SPX-DOBBY
12000122,BAMM,C22001,HH01,20COM*20COM-DOBBY
12000123,BAMM,S21001,HH01,20COM*20COM-PLAIN
12000127,BAMM,F22001,HH01,20COM+20MC*20COM-100*68-141-OXFORD 205 $
12000132,BAMC,S31001,HH01,20COM*20SPX-100*64-151-PLAIN 220 $
12000132,BAMC,S31001,HH02,20COM*20SPX-100*64-151-PLAIN 220 $
12000137,BAMM,W11001,HH01,20COM*20COM-120*72-158-DOBBY 232 $
12000142,BAMO,F22001,HH01,20COM*16OE-110*72-151-2/2 S TWILL 255 $
12000142,BAMO,F22001,HH02,20COM*16OE-110*72-151-2/2 S TWILL 255 $
12000144,BAMC,C22001,HH01,20COM*20SPX-82*60-135-PLAIN-195 $
12000144,BAMC,C22002,HH01,20COM*20SPX(70D)-PLAIN
12000144,BLMC,C22002,HH02,20COM*20SPX(70D)-PLAIN
12000144,BLMC,C22002,HH03,20COM*20SPX(70D)-PLAIN
12000144,BLMC,C22002,HH05,20COM*20SPX(70D)- *60-PLAIN
12000144,STICKER,C22001,HH01,20COM*20SPX-82*60-135-PLAIN-195 $
12000145,BAMMN,C22001,HH01,20COM*20COM-PLAIN
12000146,BAMM,C22001,HH01,20COM*20COM-124*70-150-2/2 S TWILL-245 $
12000147,BAMM,C54001,HH01,20COM*20COM-74*68-148-PLAIN-170 $
12000147,BAMM,W11001,HH01,20COM*20COM- *68-PLAIN
12000147,BAMM,W11001,HH02,20COM*20COM- *68-PLAIN
12000153,BAMM,S21001,HH01,20COM*30COM-102*84-148-2/1 S TWILL 196 $
12000153,BAMMN,C22001,HH01,20COM*30COM-100*84-153-2/1 S TWILL 196 $
12000153,BAMMN,C22001,HH02,20COM*30COM-100*84-153-2/1 S TWILL 196 $
12000153,BAMMN,C22001,HH03,20COM*30COM-2/1 S TWILL
12000154,BAMCK,S31001,HH01,"20COM*20SPX-124*70-144-3/1,S TWILL-262 $"
12000156,BAMC,S12001,HH01,20COM*10SPX-118*60-130-DOBBY 354 $
12000156,BAMC,S12001,HH02,20COM*10SPX-DOBBY
12000156,BAMC,S12001,HH03,20COM*10SPX-118*60-130-DOBBY 354 $
12000157,BAMO,W12001,HH01,20COM*12OE+20SPX-100*72-140-DOBBY 275 $
12000159,BACK,S21001,TT01,20C+20C.PC*14K.SPX-128*56-133-DOBBY 274 $
12000161,BAMC,W11001,HH01,20COM*20SPX-110*72-148-ROYAL OXFORD 242 $
12000161,BAMC,W11001,HH02,20COM*20SPX-110*72-148-ROYAL OXFORD 242 $
12000161,LLMC,W11001,HH03,20COM*20SPX(70D)- *72-ROYAL OXFORD
12000161,LLMC,W11001,HH04,20COM*20SPX(70D)- *72-ROYAL OXFORD
12000161,LLMC,W11001,HH05,20COM*20SPX(70D)- *72-ROYAL OXFORD
12000161,LLMC,W11001,HH06,20COM*20SPX(70D)- *72-ROYAL OXFORD
12000167,BAMM,C86001,HH01,20COM+20MC*20COM+20MC-PLAIN
12000167,BAMM,C86001,HH02,20COM+20MC*20COM+20MC-75*52-139-PLAIN 160 $
12000168,BAMM,C66001,HH01,20COM*20COM-90*64-147-2/2 S TWILL 198 $
12000173,BAMM,C22001,HH01,20COM*20COM-2/2 MATT
12000173,BAMM,C22001,HH02,20COM*20COM-2/2 MATT
12000174,BAMMN,C22001,HH01,20COM*30COM-100*84-150-2/1 Z TWILL 192 $
12000174,BAMMN,C22001,HH02,20COM*30COM-2/1 Z TWILL
12000176,BAMM,C44001,HH01,20COM+20MEL*20COM+20MEL-72*60-136-2/2 HBT 170 $
12000176,BAMM,C44001,HH02,20COM+20MEL*20COM+20MEL-72*60-136-2/2 HBT 170 $
12000178,BAMC,F12001,HH01,20COM*20SPX+20MC.LYC-114*56-145-1/2 HBT 234 $
12000178,BAMC,F12001,HH02,20COM*20SPX+20MC.LYC-114*56-145-1/2 HBT 234 $
12000179,BAMM,C22001,HH01,20COM+20MEL*20COM+20MEL -2/2 S TWILL
12000179,BAMM,C45001,HH01,20COM*20COM-72*60-136-2/2 S TWILL 180 $
12000179,BAMM,C45001,HH02,20COM*20COM-72*60-136-2/2 S TWILL 180 $
12000180,BAMM,S21001,HH01,20COM+2/20C*20COM-80*58-148-DOBBY 188 $
12000180,BAMM,S21001,HH02,20COM+2/20C*20COM- *58-DOBBY
12000180,BAMM,S21001,HH05,20COM+2/20C*20COM- *58-DOBBY
12000185,BAMC,W11001,HH01,20MEL*10MC- *46-PLAIN
12000185,BAMC,W11001,HH02,20MEL*10MC-58*46-149-PLAIN 210 $
12000188,BAMM,S12001,HH01,20COM*2/60COM+2/20C-104*66-148-DOBBY MOCKLENO 224 $
12000190,BAMC,W11001,HH01,20COM*20SPX-104*70-148-DOBBY 237 $
12000190,BAMC,W11001,HH02,20COM*20SPX-DOBBY
12000192,BAMC,C22001,HH01,20COM*20SPX-130*72-133-DOBBY 280 $
12000192,BAMC,C22001,HH02,20COM*20SPX-130*72-133-DOBBY 280 $
12000192,BAMC,C22001,HH03,20COM*20SPX- *72-DOBBY
12000192,BAMC,C22001,HH04,20COM*20SPX- *72-DOBBY
12000197,BAMC,S22001,HH01,20COM*20SPX-98*90-137-2/2 HBT 245 $
12000197,BAMC,S22001,HH02,20COM*20SPX-98*90-137-2/2 HBT 245 $
12000197,BAMC,S22001,HH03,20COM*20SPX-98*90-137-2/2 HBT 245 $
12000200,BAMC,W11001,HH01,20COM*20SPX(70D)-106*70-131-DOBBY 234 $
12000205,BAOO,W11001,HH01,20OE*20OE- *72-3/1 Z TWILL
12000207,LLMC,W11001,HH01,20COM*20SPX(70D)- *66-2/2 BKT
12000207,LLMC,W11001,HH02,20COM*20SPX(70D)- *66-2/2 BKT
12000207,LLMC,W11001,HH03,20COM*20SPX(70D)- *66-2/2 BKT
12000209,BAMM,C33001,HH01,20COM*20COM-80*70*148-2/2 S TWILL 200 $
12000209,BAMM,C44001,HH01,20COM*20COM-80*70*148-2/2 S TWILL 200 $
12000209,BAMM,C44001,HH02,20COM*20COM-80*70*148-2/2 S TWILL 200 $
12000209,BAMM,C44001,HH03,20COM*20COM-80*70*148-2/2 S TWILL 200 $
12000209,BAMM,C44002,HH01,20COM*20COM- *70-2/2 S TWILL
12000209,BAMM,C44003,HH01,20COM*20COM- *70-2/2 S TWILL
12000209,BAMM,C44003,HH02,20COM*20COM-80*70*148-2/2 S TWILL 200 $
12000209,BAOO,C22001,HH01,20OE*20OE- *70-2/2 S TWILL
12000209,BAOO,C22001,HH02,20OE*20OE- *70-2/2 S TWILL
12000214,BAMMJ,S21001,HH01,20COM+2/40COM*20COM- *72-SEAR SUCKER (TOP BEAM)
12000216,BAMCN,W11001,HH02,20COM*20SPX(70D)- *80-DOBBY-16.16.235
12000216,BLMCN,W11001,HH01,20COM*20SPX(70D)-110*80*141-DOBBY-268
12000217,BAMC,S21001,HH01,20COM*30SPX(40D)- *80-2/2 HBT
12000221,BAMC,C22001,HH01,20COM*20SPX(70D)- -DOBBY-12.06.044
12000221,BAMC,C22001,HH02,20COM*20SPX(70D)- -DOBBY-12.06.044
12000222,BAMC,W11001,HH01,20COM*20SPX(70D)- -3/1 Z TWILL
12000222,BAMC,W11001,HH02,20COM*20SPX(70D)- -3/1 Z TWILL
12000224,BLMM,S21001,HH01,20COM*20COM- *72-2/1 Z TWILL
12000227,BLMC,S21001,HH01,20COM*20SPX(70D)- *68-2/2 HBT
12000230,BAMC,C22001,HH01,20COM*20SPX(40D)-92*68 143-2/2 Z TWILL 215 $
12000230,BAMC,C22001,HH02,20COM*20SPX(40D)-92*68 143-2/2 Z TWILL 215 $
12000230,BAMC,C22004,HH01,DISCARD
12000230,BAMC,C22006,HH01,20COM*20SPX(40D)- *68-2/2 Z TWILL
12000230,BAMC,C22007,HH01,20COM*20SPX(40D)- *68-2/2 Z TWILL
12000230,BAMC,C22008,HH01,20COM*20SPX(40D)- *68-2/2 Z TWILL
12000230,BAMC,C22009,HH01,20COM*20SPX(40D)- *68-2/2 Z TWILL
12000230,BAMC,C22009,HH02,20COM*20SPX(40D)- *68-2/2 Z TWILL
12000230,BAMC,C22009,HH03,20COM*20C Spx 40D- *68-2/2 Z TWILL
12000230,BAMC,C33002,HH01,20COM*20SPX(40D)- *68-2/2 Z TWILL
12000230,BAMC,C44003,HH01,20COM*20SPX(40D)- *68-2/2 Z TWILL
12000230,BAMCL,C22002,HH01,20COM*20LYC(40D)- *68-2/2 Z TWILL
12000230,BAMCL,C22004,HH01,20COM*20LYC(40D)- -2/2 S TWILL
12000230,BLMC,C22003,HH01,DISCARD
12000230,BLMC,C22005,HH03,20COM*20SPX(40D)- *68-2/2 Z TWILL
12000230,BLMC,C22005,HH04,20COM*20SPX(40D)- *68-2/2 Z TWILL
12000230,BLMCL,C22003,HH01,20COM*20LYC(40D)- -2/2 S TWILL
12000230,BLMCL,C44001,HH02,20COM*20LYC(40D)- *68-2/2 Z TWILL
12000230,BLMCL,C44002,HH05,20COM*20LYC(40D)- *68-2/2 Z TWILL
12000230,BLMCL,C44002,HH06,20COM*20LYC(40D)- *68-2/2 Z TWILL
12000230,BLMCL,C44002,HH07,20COM*20LYC(40D)- *68-2/2 Z TWILL
12000230,BLMCL,C44002,HH08,20COM*20LYC(40D)- *68-2/2 Z TWILL
12000232,BAMM,F23001,HH01,20COM+20MC*20COM+20MC- *60-2/2 MATT
12000233,BAMM,S21001,HH01,20COM*30COM- *56-PLAIN
12000233,BAMM,W11001,HH01,20COM*30COM- *56-PLAIN
12000233,BAMMJ,S21001,HH01,20COM*30COM- *56-PLAIN
12000233,BAMMJ,W11001,HH01,20COM*30COM- *56-PLAIN
12000233,BLMM,W11001,HH02,20COM*30COM- *56-PLAIN
12000233,BLMMJ,W11001,HH02,20COM*30COM- *56-PLAIN
12000234,BAMM,W22001,HH01,20COM+20MC*20COM+20MC-72*50*145-PLAIN-163
12000234,BAMM,W22001,HH02,20COM+20MC*20COM+20MC- *50-PLAIN
12000235,BAMMJ,W11001,HH01,20COM*20COM- *76-DOBBY
12000236,BAMM,C22001,HH01,20COM*20COM-
12000236,BAMM,C22001,HH02,20COM*20COM-94*74-158.06-PLAIN
12000236,BAMMJ,C22001,HH01,20COM*20COM-98*74*150-PLAIN 222 $
12000236,BAMMJ,C22001,HH02,20COM*20COM-98*74*150-PLAIN 222 $
12000236,BAMMJ,W11001,HH02,20COM*20COM-98*74*150-PLAIN 222 $
12000236,BAMMJ,W11001,HH03,20COM*20COM-
12000237,BLMM,W11001,HH01,20COM*30MEL- *64-PLAIN
12000237,BLMM,W11001,HH02,20COM*30MEL- *64-PLAIN
12000240,BAMC,F22001,HH02,20COM+20MEL*20MEL*20SPX-89*74*141-2/2 S TWILL-234
12000240,BAMM,F22001,HH01,20COM+20MEL*20MEL*20SPX- *74-2/2 S TWILL
12000240,BLMMA,C36001,HH03,20COM*20COM+20Spx 70D- *74-2/2 S TWILL
12000240,BLMMA,C36001,HH04,20COM*20COM+20Spx 70D- *74-2/2 S TWILL
12000242,BACC,C22001,DH01,20C.PC*20C.PC-93*60*155-2/1 S TWILL-201
12000242,BACCA,C22001,DH02,20C.PC*20C.PC- *60-2/1 S TWILL
12000243,LLMC,C22001,HH01,20COM*16SPX(70D)- *76-2/2 Z TWILL
12000243,LLMC,C22001,HH02,20COM*16SPX(70D)- *76-2/2 Z TWILL
12000245,BAMCL,W11001,HH01,20COM*16LYC(70D)-84*60 134 -2/2 HBT 233
12000246,LLMO,S21001,HH01,20COM*16OE- -OXFORD
12000247,BAMC,F22001,HH01,20COM*20MC+20SPX(70D)- *66-2/2 S TWILL
12000249,BACC,W11001,HH01,20MC*20MC- -PLAIN
12000250,BACC,S41001,HH01,20MC*20MC- *52-PLAIN
12000250,BACC,S41001,HH02,20MC*20MC- *52-PLAIN
12000252,BAMC,C22001,HH02,20COM+40/2RGL*40/2RGL+20SPX(70D)-108*72*131-DOBBY-254 $
12000252,BAMC,C22001,HH03,20COM+40/2RGL*40/2RGL+20SPX(70D)-108*72*131-DOBBY-254 $
12000252,BAMC,C22001,HH04,20COM+40/2RGL*40/2RGL+20SPX(70D)- -DOBBY-08.08.143.B
12000252,BAMC,C22001,HH06,20COM+2/40GRINDLE*2/40GRINDLE+20SPX(70D)- -DOBBY
12000252,BLMC,C22001,HH01,20COM+40/2RGL*40/2RGL+20SPX(70D)- -DOBBY-08.08.143.B
12000252,LLMC,C22001,HH07,20COM+2/40GRINDLE*2/40GRINDLE+20SPX(70D)- -DOBBY
12000254,BAKK,S31001,GH01,20K+2/20C*20K- *54-DOBBY (TOP BEAM-SPOOL)
12000254,BAKK,S31001,GH02,20K+2/20C*20K- *54-DOBBY (TOP BEAM-SPOOL)
12000256,BAMO,C23001,HH05,20COM*16OE+16C Spx 70D- *68-2/2 Z TWILL
12000256,BLMO,C23001,HH04,20COM*16OE+16C Spx 70D- *68-2/2 Z TWILL
12000256,BLMO,C23001,HH06,20COM*16OE+16C Spx 70D- *68-2/2 Z TWILL
12000256,BLMO,C24003,HH02,20COM*16OE+16C Spx 70D- *68-2/2 Z TWILL
12000256,BLMO,C24003,HH03,20COM*16OE+16C Spx 70D- *68-2/2 Z TWILL
12000256,BLMO,C24005,HH01,20COM*16OE+16C Spx 70D- *68-2/2 Z TWILL
12000256,LLMC,C36001,HH01,20COM*16OE+16C Spx 70D- *68-2/2 Z TWILL
12000256,LLMC,C36001,HH02,20COM*16OE+16C Spx 70D- *68-2/2 Z TWILL
12000256,LLMC,C36001,HH03,20COM*16OE+16C Spx 70D- *68-2/2 Z TWILL
12000256,LLMC,F16001,HH01,20COM*16OE+16C Spx 70D- *68-2/2 Z TWILL
12000256,LLMC,F22001,HH01,20COM*16OE+16C Spx 70D-109*68*149-2/2 Z TWILL-258 $
12000256,LLMC,F22001,HH02,20COM*16OE+16C Spx 70D- *68-2/2 Z TWILL
12000256,LLMC,F22001,HH03,20COM*16OE+16C Spx 70D- *68-2/2 Z TWILL
12000256,LLMC,F33001,HH01,20COM*16OE+16SPX(70D)- *68-2/2 Z TWILL
12000256,LLMC,F33001,HH02,20COM*16OE+16SPX(70D)- *68-2/2 Z TWILL
12000256,LLMC,F33001,HH03,20COM*16OE+16SPX(70D)- *68-2/2 Z TWILL
12000256,LLMC,F33001,HH04,20COM*16OE+16SPX(70D)- *68-2/2 Z TWILL
12000256,LLMC,S14001,HH01,20COM*16OE+16C Spx 70D- *68-2/2 Z TWILL
12000256,LLMC,S14001,HH02,20COM*16OE+16C Spx 70D- *68-2/2 Z TWILL
12000256,LLMO,C23001,HH01,20COM*16OE+16SPX(70D)- *68-2/2 Z TWILL
12000256,LLMO,C23001,HH02,20COM*16OE+16SPX(70D)- *68-2/2 Z TWILL
12000256,LLMO,C23001,HH03,20COM*16OE+16SPX(70D)- *68-2/2 Z TWILL
12000256,LLMO,C24002,HH01,20COM*16OE+16C Spx 70D- *68-2/2 Z TWILL
12000256,LLMO,C24002,HH02,20COM*16OE+16C Spx 70D- *68-2/2 Z TWILL
12000256,LLMO,C24002,HH03,20COM*16OE+16C Spx 70D- *68-2/2 Z TWILL
12000256,LLMO,C24003,HH01,20COM*16OE+16C Spx 70D- *68-2/2 Z TWILL
12000256,LLMO,C24004,HH01,20COM*16OE+16C Spx 70D- *68-2/2 Z TWILL
12000256,LLMO,S22001,HH01,20COM*16OE+16C Spx 70D- *68-2/2 Z TWILL
12000256,LLMO,S22001,HH02,20COM*16OE+16C Spx 70D- *68-2/2 Z TWILL
12000256,LLMO,S22001,HH03,20COM*16OE+16C Spx 70D- *68-2/2 Z TWILL
12000258,BAKK,S31001,HH01,20K+2/20C*20K- -DOBBY TOP BEAM
12000259,BAMC,C33001,HH01,20COM*20SPX(40D)-86*58-139-2/2 Z TWILL-196
12000260,LLMC,S22001,HH01,20COM*16SPX(70D)+16OE- -2/2 HBT-08.04.153
12000260,LLMC,S22001,HH02,20COM*16SPX(70D)+16OE- -2/2 HBT-08.04.153
12000260,LLMC,S22001,HH03,20COM*16SPX(70D)+16OE- -2/2 HBT-08.04.153
12000261,BAMM,C22001,HH01,20COM*20COM-90*64-148-2/1 Z TWILL-190
12000261,BLMM,C22001,HH02,20COM*20COM- *64-2/1 Z TWILL
12000262,BAMM,C22001,HH01,20COM*20COM- *70-2/2 S TWILL
12000263,BAMM,S21001,HH01,20COM*20COM- *56-3/1 Z TWILL
12000265,LXDD,C66001,HH01,20K.COM.VIS*20K.COM.VIS- *52-2/2 S TWILL
12000266,BADD,S21001,HH01,20K.COM.VIS*20K.COM.COT.FLAX- -PLAIN
12000266,BADDJ,S21001,HH01,20K.COM.VIS*20K.COM.COT.FLAX- -PLAIN
12000270,BAMC,C22001,HH01,20COM*20SPX(70D)-91*68-147-PLAIN-215
12000270,BAMCN,C22002,HH01,20COM*20C Spx 70D- *68-PLAIN
12000270,BAMCN,C22002,HH02,20COM*20C Spx 70D- *68-PLAIN
12000270,BAMCN,C22007,HH01,20COM*20C Spx 70D- *68-PLAIN
12000270,BAMCN,S21002,HH01,20COM*20C Spx 70D- *68-PLAIN
12000270,BAMCN,S21002,HH02,20COM*20C Spx 70D- *68-PLAIN
12000270,BLMCN,C22003,HH01,20COM+20Mel*20C Spx 70D- *68-PLAIN
12000270,BLMCN,C22004,HH01,20COM+20Mel*20C Spx 70D- *68-PLAIN
12000270,BLMCN,C22005,HH01,20COM*20C Spx 70D- *68-PLAIN
12000270,BLMCN,C22006,HH01,20COM*20C Spx 70D- *68-PLAIN
12000270,BLMCN,S21001,HH01,20COM+20Mel*20C Spx 70D- *68-PLAIN
12000270,BLMCN,S21001,HH02,20COM*20C Spx 70D- *68-PLAIN
12000270,LLMCN,C22004,HH02,20COM*20C Spx 70D- *68-PLAIN
12000271,LLMC,C24001,HH01,20COM*16OE+16SPX(70D)- *68-DOBBY
12000271,LLMC,C24001,HH02,20COM*16OE+16SPX(70D)- *68-DOBBY
