k1,construction
14000249,40COM*40COM-106*70-178.5-PLAIN
14000249,40COM*40COM-106*70-178.5-PLAIN
14000249,40COM*40COM-106*70-178.5-PLAIN
14000249,40COM*40COM-106*70-178.5-PLAIN
14000249,40COM*40COM-106*72-178.5-PLAIN
14000249,40COM*40COM-106*72-178.5-PLAIN
14000249,40COM*40COM-106*70-178.5-PLAIN
14000249,40COM*40COM-106*72-178.5-PLAIN
14000249,40COM*40COM-106*72-178.5-PLAIN
14000249,40COM*40COM-106*70-178.5-PLAIN
14000249,40COM*40COM-106*70-178.5-PLAIN
14000249,40COM*40COM-106*70-178.5-PLAIN
14000249,40COM+40MEL*40COM+40MEL-106*70-178.5-PLAIN
14000249,40COM+40MEL*40COM+40MEL-106*70-178.5-PLAIN
14000249,40COM+40MEL*40COM+40MEL-106*70-178.5-PLAIN
14000249,40COM+40MEL*40COM+40MEL-106*70-178.5-PLAIN
14000249,40COM+40MEL*40COM+40MEL-106*70-178.5-PLAIN
14000249,40COM+40MEL*40COM+40MEL-106*70-178.5-PLAIN
14000249,40COM+40MEL*40COM+40MEL-106*70-178.5-PLAIN
14000249,40COM+40MEL*40COM+40MEL-106*70-178.5-PLAIN
14000249,40COM*40COM-106*70-178.5-PLAIN
14000249,40COM*40COM-106*70-178.5-PLAIN
14000249,40COM*40COM-106*70-178.5-PLAIN
14000249,40COM*40COM-106*70-178.5-PLAIN
14000249,40COM*40COM-106*70-178.5-PLAIN
14000249,40COM*40COM-106*70-178.5-PLAIN
14000249,40COM*40COM-106*72-178.5-PLAIN
14000249,40COM*40COM-106*70-178.5-PLAIN
14000249,40COM*40COM-106*70-178.5-PLAIN
14000251,40COM*40COM-100*80-164.67-PLAIN
14000251,40COM*40COM-100*80-164.67-PLAIN
14000251,40COM*40COM-100*78-164.67-PLAIN
14000251,40COM*40COM-100*78-164.67-PLAIN
14000251,40COM+40MEL*40COM+40MEL-100*78-164.67-PLAIN
14000251,40COM+40MEL*40COM+40MEL-100*78-164.67-PLAIN
14000251,40COM+40MEL*40COM+40MEL-100*78-164.67-PLAIN
14000251,40COM+40MEL*40COM+40MEL-100*78-164.67-PLAIN
14000251,40COM*40COM-100*78-164.59-PLAIN
14000251,40COM*40COM-100*78-164.67-PLAIN
14000251,40COM*40COM-100*78-164.67-PLAIN
14000251,40COM*40COM-100*78-164.67-PLAIN
14000251,40COM+40MEL*40COM+40MEL-100*78-164.67-PLAIN
14000251,40COM+40MEL*40COM+40MEL-100*78-164.67-PLAIN
14000251,40COM*40COM-100*78-164.67-PLAIN
14000251,40COM*40COM-100*78-164.67-PLAIN
14000251,40COM+40MEL*40COM+40MEL-100*78-164.67-PLAIN
14000251,40COM+40MEL*40COM+40MEL-100*78-164.67-PLAIN
14000253,40COM*60COM-156*76-164.64-2/2 Z TWILL
14000253,40COM*60COM-156*76-164.64-2/2 Z TWILL
14000254,40COM*60COM-152*76-160.99-DOBBY
14000256,40COM+2/80COM*40COM-106*90-163.6-DOBBY (TOP BEAM)
14000257,40COM*40COM-98*100-166.9-PLAIN
14000258,40COM*40COM-106*96-163.8-PLAIN
14000259,40COM*40COM-98*90-163.3-PLAIN
14000262,40COM*40COM-112*90-172.9-2/2 Z TWILL
14000264,40COM*40MEL-100*80-180.5-2/2 H.B.T
14000264,40COM*40MEL-100*78-180.5-2/2 H.B.T
14000264,40COM*40COM-100*78-180.5-2/2 HBT
14000265,40COM+40MEL*40COM+40MEL-118*88-162-PLAIN
14000265,40COM+40MEL*40COM+40MEL-118*90-162-PLAIN
14000265,40COM+40MEL*40COM+40MEL-118*90-162-PLAIN
14000265,40COM+40MEL*40COM+40MEL-118*90-162-PLAIN
14000265,40COM+40MEL*40COM+40MEL-118*90-162-PLAIN
14000267,40COM*40COM-124*84-179.5-ROYAL OXFORD
14000267,40COM*40COM-124*84-179.5-ROYAL OXFORD
14000267,40COM*40COM-124*84-179.5-ROYAL OXFORD
14000267,40COM*40COM-124*84-179.5-ROYAL OXFORD
14000267,40COM*40COM-124*84-179.5-ROYAL OXFORD
14000267,40COM*40COM-124*84-179.5-ROYAL OXFORD
14000267,40COM*40COM-124*84-179.5-ROYAL OXFORD
14000267,40COM*40COM-124*84-179.5-ROYAL OXFORD
14000267,40COM*40COM-124*84-179.5-ROYAL OXFORD
14000268,40COM*40COM-100*90-173.2-PLAIN
14000268,40COM*40COM-100*90-173.2-PLAIN
14000268,40COM*40COM-100*90-173.2-PLAIN
14000268,40COM*40COM-100*90-173.2-PLAIN
14000268,40COM*40COM-100*90-173.2-PLAIN
14000268,40COM*40COM-100*90-173.2-PLAIN
14000268,40COM*40COM-100*90-173.2-PLAIN
14000268,40COM*40COM-100*90-173.2-PLAIN
14000268,40COM*40COM-100*88-173.2-PLAIN
14000268,40COM*40COM-100*90-173.2-PLAIN
14000268,40COM*40COM-100*90-173.2-PLAIN
14000268,UPDATION REQ.-40COM*40COM-100*88-165.81-PLAIN
14000270,40COM*40COM-118*72-175.5-PLAIN
14000270,40COM*40COM-118*72-175.5-PLAIN
14000270,40COM*40COM-118*72-175.5-PLAIN
14000270,40COM*40COM-118*72-175.5-PLAIN
14000270,40COM*40COM-118*72-175.5-PLAIN
14000270,40COM*40COM-118*72-175.5-PLAIN
14000270,40COM*40COM-118*72-175.5-PLAIN
14000270,40COM*40COM-118*72-175.5-PLAIN
14000270,40COM*40COM-118*72-175.5-PLAIN
14000270,40COM*40COM-118*72-175.5-PLAIN
14000270,40COM*40COM-118*72-175.5-PLAIN
14000270,40COM*40COM-118*72-175.5-PLAIN
14000271,40COM*30COM-100*88-163.5-DOBBY
14000271,40COM*30COM-100*88-163.5-DOBBY
14000272,40COM*40COM-118*108-179.2-3/3 MATT
14000272,40COM*40COM-118*108-179.2-3/3 MATT
14000272,40COM*40COM-118*108-179.2-3/3 MATT
14000272,40COM*40COM-118*108-179.2-3/3 MATT
14000272,40COM*40COM-118*108-179.2-3/3 MATT
14000272,40COM*40COM-118*110-179.2-3/3 MATT
14000273,40COM*40COM-124*86-172-2/2 HBT
14000273,40COM*40COM-124*86-172-2/2 HBT
14000273,40COM*40COM-124*86-172-2/2 HBT
14000273,40COM*40COM-124*86-172-2/2 HBT
14000274,.
14000274,.
14000274,.
14000274,.
14000274,40M.TEN*40M.TEN-132*88-165-OXFORD
14000274,40M.TEN*40M.TEN-132*88-165-OXFORD
14000274,40M.TEN*40M.TEN-132*88-165-OXFORD
14000274,40M.TEN*40M.TEN-132*88-165-OXFORD
14000276,40COM*50COM-129*76-162.7-DOBBY
14000276,40COM*50COM-129*76-162.7-DOBBY
14000277,.
14000277,.
14000277,40M.TEN*40M.TEN-132*80-165-OXFORD
14000277,40M.TEN*40M.TEN-132*80-165-OXFORD
14000278,TBC-40COM*2/40COM-92*64-175.9-OXFORD
14000278,TBC-40COM*2/40COM-92*64-175.9-OXFORD
14000278,TBC-40COM*2/40COM-92*64-175.9-OXFORD
14000278,TBC-40COM*2/40COM-92*64-175.9-OXFORD
14000278,TBC-40COM*2/40COM-92*64-175.9-OXFORD
14000278,TBC-40COM*2/40COM-92*64-175.9-OXFORD
14000280,40COM*40COM-148*70-168.1-OXFORD
14000280,40COM*40COM-148*72-168.1-OXFORD
14000283,40COM*40COM+40MC-80*68-176.2-PLAIN
14000285,40COM*40COM-106*98-180.8-3/1 Z TWILL
14000288,40COM+40MC*40COM+40MC-84*78-176.6-PLAIN
14000288,40COM+40MC*40COM+40MC-84*78-176.6-PLAIN
14000288,40COM+40MC*40COM+40MC-84*78-176.68-PLAIN
14000288,40COM+40MC*40COM+40MC-84*78-176.68-PLAIN
14000288,40COM+40MC*40COM+40MC-84*78-176.68-PLAIN
14000288,40COM+40MC*40COM+40MC-84*78-176.68-PLAIN
14000288,40COM+40MC*40COM+40MC-84*78-176.68-PLAIN
14000288,40COM+40MC*40COM+40MC-84*78-176.68-PLAIN
14000288,40COM+40MC*40COM+40MC-84*78-176.68-PLAIN
14000288,40COM+40MC*40COM+40MC-84*78-176.68-PLAIN
14000289,40COM*40COM-118*74-164.47-DOBBY
14000290,40COM*40COM-85*74-160.6-DOBBY
14000291,40COM.OG*40COM.OG-109*76-160.3-PLAIN
14000291,40COM.OG*40COM.OG-109*76-160.3-PLAIN
14000291,40COM.OG*40COM.OG-109*76-160.3-PLAIN
14000292,40COM*40COM-124*82-179.53-DOBBY (ROYAL OXFORD)
14000292,40COM*40COM-124*82-179.53-DOBBY (ROYAL OXFORD)
14000292,40COM*40COM-124*82-179.53-DOBBY (ROYAL OXFORD)
14000293,40COM+2/40COM*50COM+2/40COM-112*86-161.7-PLAIN
14000293,40COM+2/40COM*50COM+2/40COM-112*86-161.7-PLAIN
14000295,40COM*40COM+2/20C-100*72-163.5-DOBBY
14000296,40COM+2/20C*40COM+150D.PET-94*72-163-DOBBY (TOP BEAM)
14000298,40COM*40COM-100*98-180.4-2/2 MATT
14000301,40COM*40COM-148*60-169.3-OXFORD
14000302,40COM*60COM-144*74-158-PLAIN
14000304,UPDATION REQ.-40COM*2/40COM-120*60-176.8-OXFORD
14000304,40COM*2/40COM-120*60-179.3-OXFORD
14000304,40COM*2/40COM-120*60-179.3-OXFORD
14000305,40COM*40COM-103*70-180.75-2/1 Z TWILL
14000306,40COM*40COM-118*74-162.03-PLAIN
14000306,40COM*40COM-118*74-162.03-PLAIN
14000306,40COM+40MEL*40COM+40MEL-118*74-161.95-PLAIN
14000306,40COM+40MEL*40COM+40MEL-118*74-161.95-PLAIN
14000306,40COM+40MEL*40COM+40MEL-118*74-161.95-PLAIN
14000306,40COM+40MEL*40COM+40MEL-118*74-161.95-PLAIN
14000306,40COM+40MEL*40COM+40MEL-118*74-161.95-PLAIN
14000306,40COM+40MEL*40COM+40MEL-118*74-161.95-PLAIN
14000306,40COM*40MEL-118*74-161.95-PLAIN
14000306,40COM*40MEL-118*74-161.95-PLAIN
14000306,40COM*40COM-118*74-161.95-PLAIN
14000307,40COM*30COM-118*62-173.05-OXFORD
14000307,40COM*30COM-118*62-173.05-OXFORD
14000308,40COM*30PC.NEPS-112*68-164-PLAIN
14000309,40MEL*40COM-112*94-176.43-2/2 MATT
14000310,40COM*60COM-124*108-169.67-PLAIN
14000311,UPDATION REQ.-40COM*40SPX-106*72-175.8-DOBBY
14000312,40COM*10OE-80*50-178.6-OXFORD
14000312,40COM*10OE-80*50-178.6-OXFORD
14000312,40COM*10OE-80*50-178.6-OXFORD
14000312,40COM*10OE-80*50-178.6-OXFORD
14000312,40COM*10OE-80*50-178.6-OXFORD
14000312,40COM*10OE-80*50-178.6-OXFORD
14000314,40COM+40MEL*40COM+40MEL-100*86-180.4-2/2 Z TWILL
14000314,40COM*40COM-100*86-180.4-2/2 Z TWILL
14000314,40COM*40COM-100*86-180.52-2/2 Z TWILL
14000315,40COM*40COM-80*72-178.6-PLAIN
14000315,40COM*40COM-80*72-178.6-PLAIN
14000315,40COM*40COM-80*72-178.6-PLAIN
14000315,40COM+40MEL*40COM+40MEL-80*72-178.6-PLAIN
14000317,40COM*40COM-124*104-179.53-DOBBY
14000318,40COM*40COM-148*70-160.68-OXFORD
14000318,40COM*40COM-148*70-160.68-OXFORD
14000318,40COM*40COM-148*70-168.10-OXFORD
14000318,40COM*40COM-148*70-168.10-OXFORD
14000318,40COM*40COM-148*70-168.10-OXFORD
14000318,40COM*40COM-148*70-168.10-OXFORD
14000318,40COM*40COM-148*70-168-OXFORD
14000318,40COM*40COM-148*70-168.10-OXFORD
14000319,40COM*50COM-145*84-182.86-4/1 Z SATIN
14000319,40COM*50COM-145*84-182.86-4/1 Z SATIN
14000321,40COM*20SPX+30COM-86*54-172.8-OXFORD
14000321,40COM*20SPX+30COM-86*54-172.8-OXFORD
14000321,40COM*20SPX+30COM-86*54-172.8-OXFORD
14000321,40COM*20SPX+30COM-86*54-172.8-OXFORD
14000323,"40COM*40COM-98*84-180.3-2/2,Z TWILL"
14000323,40COM*40COM-98*84-180.37-2/2 Z TWILL
14000323,40COM+40MEL*40COM+40MEL-98*84-180.37-2/2 Z TWILL
14000324,"40COM*40COM-98*82-180.3-2/2,S TWILL"
14000324,"40COM*40COM-98*82-180.3-2/2,S TWILL"
14000324,40COM+40MEL*40COM+40MEL-98*82-180.3-2/2 S TWILL
14000324,40COM+40MEL*40COM+40MEL-98*82-180.3-2/2 S TWILL
14000325,40COM*40COM-100*82-178-DOBBY
14000326,40COM*40COM-90*82-179.7-2/2 HBT
14000326,40COM*40COM-90*82-179.7-2/2 HBT
14000326,40COM*40COM-90*82-179.7-2/2 HBT
14000329,"40COM*40COM-112*82-172.7-2/2,S TWILL"
14000329,40COM*40COM-112*82-172.7-2/2 S TWILL
14000329,40COM*40COM-112*82-172.7-2/2 S TWILL
14000329,"40COM*40COM-112*82-172.7-2/2,S TWILL"
14000329,40COM*40COM-112*82-172.7-2/2 S TWILL
14000329,40COM*40COM-112*82-172.7-2/2 S TWILL
14000331,"40COM+40MEL*40COM+40MEL-90*90-179.7-2/2,S TWILL"
14000332,UPDATION REQ-40COM*40COM-112*98-173.97-2/2 Z TWILL
14000332,40COM+40MEL*40COM+40MEL-112*98-173.97-2/2 Z TWILL
14000333,40MEL+50COM*40MEL+50COM-100*78-180.52-2/2 Z TWILL
14000334,40COM*40COM-112*98-173.97-2/2 HBT
14000338,40COM.OG*40COM.OG-80*68-176.30-DOBBY-MOCKLENO
14000338,40COM.OG*40COM.OG-80*68-176.30-DOBBY-MOCKLENO
14000338,40COM.OG*40COM.OG-80*68-176.30-DOBBY-MOCKLENO
14000338,40COM.OG*40COM.OG-80*68-176.30-DOBBY-MOCKLENO
14000338,40COM.OG*40COM.OG-80*68-176.30-DOBBY-MOCKLENO
14000340,40COM.OG+2/80SD*40COM.OG+2/80SD-109*76-160.4-PLAIN
14000340,40COM.OG+2/80SD*40COM.OG+2/80SD-109*76-160.4-PLAIN
14000340,40COM.OG+2/80SD*40COM.OG+2/80SD-109*76-160.4-PLAIN
14000341,40MC+50COM*40MC+50COM-109*78-164-PLAIN
14000341,40MC+50COM*40MC+50COM-109*78-164-PLAIN
14000341,40MC+50COM*40MC+50COM-109*78-164-PLAIN
14000341,40MC+50COM*40MC+50COM-109*78-164-PLAIN
14000341,40MC+50COM*40MC+50COM-109*78-164-PLAIN
14000342,40COM*40COM-84*78-179.1-PLAIN
14000342,40COM*40COM-84*78-179.1-PLAIN
14000342,40COM*40COM-84*78-179.1-PLAIN
14000342,40COM*40COM-84*78-179.1-PLAIN
14000342,40COM*40COM-84*78-179.1-PLAIN
14000342,40COM*40COM-84*78-179.1-PLAIN
14000342,40COM*40COM-84*78-179.1-PLAIN
14000342,40COM*40COM-84*78-179.1-PLAIN
14000342,40COM*40COM-84*78-179.1-PLAIN
14000342,40COM*40COM-84*78-179.1-PLAIN
14000342,40MEL*40MEL-84*78-179.1-PLAIN
14000342,40MEL*40MEL-84*78-179.1-PLAIN
14000342,40MEL*40MEL-84*78-179.1-PLAIN
14000342,40MEL*40MEL-84*78-179.1-PLAIN
14000342,40MEL*40MEL-84*78-179.1-PLAIN
14000342,40MEL*40MEL-84*78-179.1-PLAIN
14000342,40MEL*40MEL-84*78-179.1-PLAIN
14000342,40MEL*40MEL-84*78-179.1-PLAIN
14000342,40MEL*40MEL-84*78-179.1-PLAIN
14000342,40MEL*40MEL-84*78-179.1-PLAIN
14000342,40MEL*40MEL-84*78-179.1-PLAIN
14000342,40MEL*40MEL-84*78-179.1-PLAIN
14000342,40MEL*40MEL-84*78-179.1-PLAIN
14000342,40MEL*40MEL-84*78-179.1-PLAIN
14000342,40COM*40COM-84*78-179.1-PLAIN
14000342,40COM*40COM-84*78-179.1-PLAIN
14000342,40COM*40COM-84*78-179.1-PLAIN
14000342,40COM+40MEL*40COM+40MEL-84*78-179.1-PLAIN
14000342,40COM+40MEL*40COM+40MEL-84*78-179.1-PLAIN
14000342,40COM+40MEL*40COM+40MEL-84*78-179.1-PLAIN
14000342,40COM+40MEL*40COM+40MEL-84*78-179.1-PLAIN
14000342,40COM*40COM-84*78-179.1-PLAIN
14000342,40COM+40MEL*40COM+40MEL-84*78-179.1-PLAIN
14000342,40COM*40COM-84*78-179.1-PLAIN
14000342,DISCARD
14000345,40COM*40COM-136*72-160.25-PLAIN
14000348,40COM*40COM-124*78-178.31-2/2 S TWILL
14000351,"UPDATION REQ,-40COM*40COM-112*82-178.92-ROYAL OXFORD (Z)"
14000351,UPDATION REQ.-40COM*40COM-112*82-178.92-ROYAL OXFORD (Z)
14000351,UPDATION REQ.-40COM*40COM-112*82-178.92-ROYAL OXFORD (Z)
14000351,UPDATION REQ.-40COM*40COM-112*82-178.92-ROYAL OXFORD (Z)
14000351,UPDATION REQ.-40COM*40COM-112*82-178.92-ROYAL OXFORD (Z)
14000351,UPDATION REQ.-40COM*40COM-112*82-178.92-ROYAL OXFORD (Z)
14000351,UPDATION REQ.-40COM*40COM-112*82-178.92 - ROYAL OXFORD (Z)
14000351,40COM*40COM-112*82-178.92-ROYAL OXFORD (Z)
14000352,40COM*40COM-112*82-178.92-DOBBY
14000352,40COM*40COM-112*82-178.92 - DOBBY
14000352,40COM*40COM-112*82-178.92-DOBBY
14000352,40COM*40COM-112*82-178.92-DOBBY
14000352,40COM*40COM-112*82-178.92-DOBBY
14000353,40COM*40COM-112*82-178.92-DOBBY
14000353,40COM*40COM-112*82-178.92-DOBBY
14000353,40COM*40COM-112*82-178.92-DOBBY
14000355,40COM*40COM-109*64-161.5-PLAIN
14000355,40COM*40COM-109*64-161.5-PLAIN
14000355,40COM*40COM-109*64-161.5-PLAIN
14000355,40COM*40COM-109*64-161.5-PLAIN
14000355,40COM*40COM-109*64-161.5-PLAIN
14000355,40COM*40COM-109*64-161.5-PLAIN
14000355,40COM*40COM-109*64-161.5-PLAIN
14000355,40COM*40COM-109*64-161.5-PLAIN
14000355,40COM*40COM-109*64-161.5-PLAIN
14000355,40COM*40COM-109*64-161.5-PLAIN
14000355,40COM*40COM-109*64-161.5-PLAIN
14000355,40COM*40COM-109*64-161.5-PLAIN
14000355,40COM*40COM-109*64-161.5-PLAIN
14000355,40COM*40COM-109*64-161.5-PLAIN
14000355,40COM*40COM-109*64-161.5-PLAIN
14000355,40COM*40COM-109*64-161.5-PLAIN
14000355,40COM*40COM-109*64-161.5-PLAIN
14000355,40COM*40COM-109*64-161.5-PLAIN
14000355,40COM*40COM-109*64-161.5-PLAIN
14000355,40COM*40COM-109*64-161.5-PLAIN
14000355,40COM*40COM-109*64-161.5-PLAIN
14000355,40COM*40COM-109*64-161.5-PLAIN
14000356,40COM*40COM-112*68-164-DOBBY
14000356,40COM*40COM-112*68-164-DOBBY
14000357,40COM+2/80COM*50COM+2/100COM-112*86-161.7-PLAIN
14000357,40COM+2/80COM*50COM+2/100COM-112*86-161.7-PLAIN
14000358,40COM*40COM-120*88-179.4-DOBBY
14000358,40COM*40COM-120*88-179.4-DOBBY
14000358,40COM*40COM-120*88-179.4-DOBBY
14000358,40COM*40COM-120*88-179.4-DOBBY
14000358,40COM*40COM-120*88-179.4-DOBBY
14000358,40COM*40COM-120*88-179.4-DOBBY
14000358,40COM*40COM-120*88-179.4-DOBBY
14000358,40COM*40COM-120*88-179.4-DOBBY
14000358,40COM*40COM-120*88-179.4-DOBBY
14000359,40COM*60COM-112*78-173.9-PLAIN
14000360,40COM*20SPX+30COM-92*58-173.66-OXFORD
14000360,40COM*20SPX+30COM-92*58-173.66-OXFORD
14000360,40COM*20SPX+30COM-92*58-173.66-OXFORD
14000360,40COM*20SPX+30COM-92*58-173.66-OXFORD
14000360,40COM*20SPX+30COM-92*58-173.66-OXFORD
14000360,40COM*20SPX+30COM-92*58-173.66-OXFORD
14000361,40COM*10SPX-82*48-172.21-OXFORD
14000361,40COM*10SPX-82*48-172.21-OXFORD
14000361,40COM*10SPX-82*48-172.21-OXFORD
14000361,40COM*10SPX-82*48-172.21-OXFORD
14000361,40COM*10SPX-82*48-172.21-OXFORD
14000361,40COM*10SPX-82*48-172.21-OXFORD
14000361,40COM*10SPX-82*48-172.21-OXFORD
14000361,40COM*10SPX-82*48-172.21-OXFORD
14000361,40COM*10SPX-82*48-172.21-OXFORD
14000361,40COM*10SPX-82*48-172.21-OXFORD
14000361,40COM*10SPX(70D)-82*48-171.86-OXFORD
14000361,40COM*10SPX(70D)-82*48-171.86-OXFORD
14000361,40COM*10SPX(70D)-82*48-171.86-OXFORD
14000361,40COM*10SPX(70D)-82*48-171.86-OXFORD
14000361,40COM*10SPX(70D)-82*48-171.86-OXFORD
14000361,40COM*10SPX(70D)-82*48-171.86-OXFORD
14000361,40COM*10SPX(70D)-82*48-171.86-OXFORD
14000361,40COM*10SPX(70D)-82*48-171.86-OXFORD
14000361,40COM*10SPX(70D)-82*48-171.86-OXFORD
14000361,40COM*10C Spx 70D-82*48-193.04-OXFORD
14000361,40COM*10SPX(70D)-82*48-193.04-OXFORD
14000361,40COM*10SPX(70D)-82*48-193.04-OXFORD
14000361,40COM*10SPX(70D)-82*48-193.04-OXFORD
14000361,40COM*10SPX(70D)-82*48-193.04-OXFORD
14000361,40COM*10C Spx 70D-82*48-193.04-OXFORD
14000361,40COM*10C Spx 70D-82*48-193.04-OXFORD
14000361,40COM*10C Spx 70D-82*48-193.04-OXFORD
14000361,40COM*10C Spx 70D-82*48-193.04-OXFORD
14000361,40COM*10C Spx 70D-82*48-193.04-OXFORD
14000361,40COM*10SPX(70D)-82*48-171.86-OXFORD
14000361,40COM*10SPX(70D)-82*48-171.86-OXFORD
14000361,40COM*10SPX(70D)-82*48-171.86-OXFORD
14000361,40COM*10C Spx 70D-82*48-193.04-OXFORD
14000361,40COM*10C Spx 70D-82*48-193.04-OXFORD
14000361,40COM*10C Spx 70D-82*48-193.04-OXFORD
14000361,40COM*10SPX(70D)-82*48-193.04-OXFORD
14000361,40COM*10SPX(70D)-82*48-193.04-OXFORD
14000361,40COM*10SPX(70D)-82*48-193.04-OXFORD
14000361,40COM*10SPX(70D)-82*48-193.04-OXFORD
14000361,40COM*10SPX(70D)-82*48-171.86-OXFORD
14000361,40COM*10SPX(70D)-82*48-171.86-OXFORD
14000361,40COM*10C Spx 70D-82*48-193.04-OXFORD
14000361,40COM*10SPX(70D)-82*48-193.04-OXFORD
14000361,40COM*10SPX(70D)-82*48-193.04-OXFORD
14000362,40COM*40COM-112*78-181.3-PLAIN
14000363,40MC*40MC-80*78-176.25-2/2 Z TWILL
14000364,40MC*40MC-80*68-176.15-PLAIN
14000367,40COM*40COM-128*66-179.73-DOBBY
14000368,40MEL+50COM*40MEL+50COM-109*98-176.25-2/2 Z TWILL
14000375,40COM*40COM-103*68-178.33-DOBBY
14000375,40COM*40COM-103*68-178.33-DOBBY
14000375,40COM*40COM-103*68-178.33-DOBBY
14000376,40COM+40MEL*40COM+40MEL-102*88-163.37-DOBBY
14000377,40COM+80/2RGL*40COM+80/2RGL-100*88-180.5-2/2 Z TWILL
14000377,40COM+80/2RGL*40COM+80/2RGL-100*88-180.5-2/2 Z TWILL
14000378,40COM*40COM+80/2RGL-100*88-180.5-2/2 S TWILL
14000378,40COM*40COM+80/2RGL-100*88-180.5-2/2 S TWILL
14000379,40COM+80/2RGL*40COM+80/2RGL-100*88-180.5-2/2 S TWILL
14000379,40COM+80/2RGL*40COM+80/2RGL-100*88-180.5-2/2 S TWILL
14000381,40COM*40COM-124*114-179.53-4/3 MATT(DOBBY)
14000381,40COM*40COM-124*114-179.53-4/3 MATT(DOBBY)
14000381,40COM*40COM-124*114-179.53-4/3 MATT(DOBBY)
14000381,40COM*40COM-124*114-179.53-4/3 MATT(DOBBY)
14000381,40COM*40COM-124*114-179.53-4/3 MATT (DOBBY)
14000384,40COM*2/30C-92*49-175.82-OXFORD
14000384,40COM*2/30C-92*49-175.82-OXFORD
14000384,40COM*2/30C-92*49-175.82-OXFORD
14000384,UPDATION REQ.-40COM*30/2R-92*49-175.84-OXFORD
14000384,UPDATION REQ.-40COM*30/2R-92*49-175.84-OXFORD
14000384,UPDATION REQ.-40COM*30/2R-92*49-175.84-OXFORD
14000384,UPDATION REQ.-40COM*30/2R-92*49-175.84-OXFORD
14000384,UPDATION REQ.-40COM*30/2R-92*49-175.84-OXFORD
14000384,UPDATION REQ.-40COM*30/2R-92*49-175.84-OXFORD
14000384,UPDATION REQ.-40COM*30/2R-92*49-175.84-OXFORD
14000385,40COM*40COM-80*80-178.66-2/2 Z TWILL
14000385,40COM*40COM-80*80-178.66-2/2 Z TWILL
14000385,40COM*40COM-80*80-178.66-2/2 Z TWILL
14000386,40COM*40COM-112*78-164.21-DOBBY
14000386,40COM*40COM-112*78-164.21-DOBBY
14000386,40COM*40COM-112*78-164.21-DOBBY
14000386,40COM*40COM-112*78-164.21-DOBBY
14000387,DISCARD
14000388,40COM*2/30C-92*47-175.84-OXFORD
14000388,40COM*2/30C-92*47-175.84-OXFORD
14000389,40COM*40COM-112*74-164.21-DOBBY TOP BEAM
14000389,40COM*40COM-112*74-164.21-DOBBY TOP BEAM
14000389,40COM*40COM-112*74-164.21-DOBBY TOP BEAM
14000389,40COM*40COM-112*74-164.21-DOBBY TOP BEAM
14000389,40COM*40COM-112*74-164.21-DOBBY TOP BEAM
14000389,40COM*40COM-112*74-164.21-DOBBY TOP BEAM
14000389,40COM*40COM-112*74-164.21-DOBBY TOP BEAM
14000389,40COM*40COM-112*74-164.21-DOBBY TOP BEAM
14000389,40COM*40COM-112*74-164.21-DOBBY TOP BEAM
14000389,40COM*40COM-112*74-164.21-DOBBY TOP BEAM
14000389,40COM*40COM-112*74-164.21-DOBBY TOP BEAM
14000390,40COM*40COM-112*70-173.94-OXFORD
14000391,40COM*40MEL-100*88-178.13-DOBBY
14000392,40MEL+50COM*40MEL+50COM-98*78-180.4-2/2 HBT
14000393,discard
14000393,DISCARD
14000393,40COM*60COM-112*98-164.2-ROYAL OXFORD
14000393,DISCARD
14000394,40COM+40MEL*14SPX-102*46-174.8-OXFORD
14000394,40COM*14SPX-102*46-174.8-OXFORD
14000394,40COM+40MEL*14SPX-102*46-174.8-OXFORD
14000394,40COM*14SPX-102*46-174.8-OXFORD
14000394,40COM*14SPX-102*46-174.8-OXFORD
14000394,40COM*14SPX-102*46-174.8-OXFORD
14000394,40MEL*14SPX-102*46-174.8-OXFORD
14000394,40COM*14SPX-102*46-174.8-OXFORD
14000394,40COM*14SPX(70D)-102*46-174.8-OXFORD
14000394,40COM*14SPX(70D)-102*46-174.8-OXFORD
14000394,40COM*14SPX(70D)-102*46-174.8-OXFORD
14000394,40COM*14SPX(70D)-102*46-174.52-OXFORD
14000394,40COM*14SPX-102*46-174.8-OXFORD
14000394,40COM*14SPX-102*46-174.8-OXFORD
14000394,40COM*14SPX-102*46-174.8-OXFORD
14000394,40COM*14SPX-102*46-174.8-OXFORD
14000394,40COM+40MEL*14SPX(70D)-102*46-174.8-OXFORD
14000394,40COM*14SPX-102*46-174.8-OXFORD
14000394,40COM*14SPX(70D)-102*46-174.8-OXFORD
14000394,40COM*14SPX(70D)-102*46-174.8-OXFORD
14000394,40COM*14SPX(70D)-102*46-174.8-OXFORD
14000394,40COM*14SPX(70D)-102*46-174.8-OXFORD
14000394,40COM*14SPX(70D)-102*46-174.52-OXFORD
14000394,40COM*14SPX(70D)-102*46-174.52-OXFORD
14000394,40COM*14SPX(70D)-102*46-174.52-OXFORD
14000394,40COM*14SPX(70D)-102*46-174.8-OXFORD
14000394,40COM*14SPX-102*46-174.8-OXFORD
14000394,40COM*14SPX-102*46-174.8-OXFORD
14000394,40COM*14SPX-102*46-174.8-OXFORD
14000394,40COM*14SPX-102*46-174.8-OXFORD
14000394,40COM*14SPX(70D)-102*46-174.52-OXFORD
14000394,40COM*14SPX(70D)-102*46-174.52-OXFORD
